plan#,Ap,Bp,L,F,plan_reward,plan_time,obs_dis,loss,mae,mean_q
1,1.0,1.0,1.0,0.30839058998209956,-0.124351648326,0.0,0.0,0.006634401,0.037957404,0.08322852
2,0.95,0.95,1.0,0.3103572584375194,-0.0991487512335,0.0,0.0,0.0007864264,0.035171892,0.08025656
3,0.95,0.9,1.0,0.3179692623908802,-0.0916396563391,0.0,0.0,0.0006704132,0.033755522,0.07845123
4,0.95,0.9,0.95,0.3057821721594079,-0.0871928423898,0.0,0.0,0.0030553115,0.03254715,0.07663543
5,0.95,0.95,1.0,0.28255407319995973,-0.130736782718,0.0,0.0,0.0036101136,0.033224747,0.07354405
6,1.0,0.9,1.0,0.27845681310048004,-0.109611906848,0.0,0.0,0.0030627744,0.028227773,0.066842884
7,1.0,0.9,0.95,0.34594219067397713,-0.105812324767,0.0,0.0,9.8698954e-05,0.02542891,0.064009234
8,0.95,0.85,1.0,0.33142481253710826,-0.0988690171225,0.0,0.0,0.000318155,0.027560398,0.07138948
9,0.95,0.8,1.0,0.29531294708724837,-0.0939913430701,0.0,0.0,0.0018398147,0.026203832,0.06893833
10,0.9,0.75,1.0,0.22755055389713372,-0.0882521336837,0.0,0.0,5.9697275e-05,0.02428857,0.065266006
11,0.95,0.8,1.0,0.2928283110464719,-0.0848267835819,0.0,0.0,9.909801e-05,0.02262697,0.06198012
12,0.9,0.75,1.0,0.2881089707695251,-0.0793107611551,0.0,0.0,9.4196486e-07,0.021113018,0.059011094
13,0.85,0.75,1.0,0.09208283259607794,-0.0681664085692,0.0,0.0,3.0404113e-05,0.019442584,0.05632756
14,0.8,0.7,1.0,0.05323157001843828,-0.0661469549807,0.0,0.0,9.804814e-06,0.018677846,0.053752888
15,0.8,0.65,1.0,0.030408015624769046,-0.061924344831,0.0,0.0,0.0003263796,0.018724397,0.051469374
16,0.8,0.65,0.95,0.15587917161840958,30.0,0.0,0.0,449.19568,1.126192,0.049161583
17,0.75,0.6,0.95,0.30576005109792737,-0.141784937575,0.0,0.0,0.0039659324,0.024894632,0.060287993
18,0.8,0.6,0.95,0.3318302502599487,-0.127077641947,0.0,0.0,9.2099566e-05,0.017630436,0.050490595
19,0.8,0.6,0.9,0.323736020109403,-0.119373830878,0.0,0.0,0.0040379455,0.020571068,0.051529683
20,0.85,0.65,0.95,0.3325802127652647,-0.121231146892,0.0,0.0,0.0022581168,0.020991374,0.052383292
21,0.9,0.6,1.0,0.323234940523113,-0.119216132577,0.0,0.0,0.00028753374,0.019689005,0.053216606
22,0.9,0.6,1.0,0.32543533313473944,-0.106085848695,0.0,0.0,0.00036665943,0.020695068,0.054006677
23,0.95,0.6,0.95,0.27105121201725496,-0.10303128673,0.0,0.0,4.1261526e-05,0.019753495,0.054731816
24,0.9,0.6,1.0,0.2949944947871577,-0.0981922602763,0.0,0.0,0.0029802471,0.021703219,0.055394568
25,0.85,0.6,0.95,0.2806080502896883,-0.0901214090623,0.0,0.0,0.00013773466,0.021541942,0.055607297
26,0.85,0.65,0.95,0.2804010903930723,-0.0876586451096,0.0,0.0,5.9358455e-05,0.021497076,0.055796377
27,0.8,0.6,0.9,0.26226195851779854,-0.0897735746642,0.0,0.0,1.1555544e-05,0.021267802,0.055951506
28,0.75,0.6,0.85,0.3099707446477099,-0.0852448661169,0.0,0.0,9.5460295e-05,0.020953111,0.050965946
29,0.75,0.65,0.9,0.2754739937840399,-0.0850313502503,0.0,0.0,0.00080879545,0.021858525,0.05187047
30,0.8,0.7,0.85,0.22386922465089948,-0.0862997724456,0.0,0.0,0.0022009292,0.022167493,0.052646007
31,0.85,0.65,0.8,0.2721465467874943,-0.082155901364,0.0,0.0,5.4072436e-05,0.020791706,0.053316154
32,0.85,0.6,0.8,0.28640059264716194,-0.0807583883766,0.0,0.0,0.0011409564,0.022311307,0.0539306
33,0.9,0.6,0.85,0.2396396818197238,-0.0759964273034,0.0,0.0,3.3669883e-06,0.021481536,0.054482993
34,0.9,0.6,0.9,0.27956194186792654,-0.0728870711114,0.0,0.0,3.105894e-06,0.02172528,0.054988194
35,0.9,0.6,0.85,0.1089911291343188,-0.0700085918719,0.0,0.0,0.0019517345,0.022320874,0.055449057
36,0.95,0.55,0.8,0.06322593795982755,-0.0638680363342,0.0,0.0,0.0003452928,0.022152983,0.055827964
37,1.0,0.5,0.85,0.21392882827795112,30.0,0.0,0.0,450.78024,1.1333902,0.056161504
38,1.0,0.45,0.85,0.30817282386565914,-0.0837019440932,0.0,0.0,0.00022208541,0.025235593,0.06665015
39,1.0,0.5,0.9,0.2997462167989895,-0.0823811979428,0.0,0.0,0.00024831778,0.024842832,0.06577907
40,1.0,0.45,0.85,0.2920700173861212,-0.0816998412676,0.0,0.0,0.00018717638,0.023960687,0.06507355
41,1.0,0.45,0.85,0.25712200769164584,-0.0841304959167,0.0,0.0,1.628157e-05,0.023534989,0.06444676
42,0.95,0.5,0.9,0.28872979619318384,-0.0830899371492,0.0,0.0,0.0012116318,0.023891423,0.06388957
43,0.95,0.45,0.95,0.2971814146957759,-0.0935502721549,0.0,0.0,0.00048172494,0.023856085,0.0634112
44,0.9,0.4,0.9,0.3354375751233233,-0.0915611973695,0.0,0.0,9.995698e-05,0.024820201,0.060280167
45,0.85,0.4,0.95,0.3052682307931054,-0.0848141074827,0.0,0.0,0.0015423065,0.024396691,0.060038947
46,0.8,0.4,0.95,0.30513510207169436,-0.0836659214942,0.0,0.0,0.00019692483,0.024156917,0.059936687
47,0.8,0.35,1.0,0.28927027649667936,-0.0935689610036,0.0,0.0,0.00014009565,0.023713445,0.059887797
48,0.75,0.4,0.95,0.23422219990359064,-0.095968735771,0.0,0.0,0.00026081005,0.022479504,0.06526067
49,0.8,0.35,0.95,0.3243598943779745,-0.0964423425697,0.0,0.0,0.0013141728,0.020153204,0.047148306
50,0.75,0.4,0.9,0.320615966651153,-0.087672598143,0.0,0.0,0.00014824078,0.019057477,0.04679102
51,0.75,0.4,0.95,0.3373768758278824,-0.08716499164,0.0,0.0,2.5873049e-05,0.01817091,0.046462744
52,0.7,0.35,0.9,0.23780141635001953,-0.0849887753648,0.0,0.0,0.00019371648,0.01905773,0.04614839
53,0.75,0.4,0.95,0.2899478107703782,-0.0841851054947,0.0,0.0,0.0008026068,0.019122161,0.045860905
54,0.75,0.45,1.0,0.255752242687763,-0.0797075852024,0.0,0.0,0.0005357069,0.018847806,0.045622543
55,0.8,0.4,1.0,0.20026989128073813,-0.0748996700207,0.0,0.0,0.00037103303,0.018558843,0.045401976
56,0.75,0.35,1.0,0.1377526789651358,-0.0737817244797,0.0,0.0,7.111632e-05,0.018390667,0.04522598
57,0.75,0.4,1.0,0.0774845656991455,-0.0663839249856,0.0,0.0,0.00024648875,0.01773338,0.045070432
58,0.7,0.45,0.95,0.06454578663800775,-0.0614084726862,0.0,0.0,9.688719e-05,0.017779266,0.044920567
59,0.65,0.4,0.9,0.07917902840148927,-0.0580837705572,0.0,0.0,6.416343e-05,0.017749716,0.044782404
60,0.65,0.45,0.85,0.17884625487808822,30.0,0.0,0.0,449.3325,1.126892,0.04465739
61,0.65,0.45,0.8,0.3071872350529749,-0.100664725439,0.0,0.0,0.0034890906,0.017908338,0.04204048
62,0.65,0.5,0.8,0.3629522353977127,-0.100293283987,0.0,0.0,0.00013329374,0.016035777,0.042601854
63,0.7,0.55,0.85,0.31759091715189813,-0.0800299260464,0.0,0.0,9.142539e-05,0.016498897,0.043157503
64,0.7,0.55,0.8,0.30593955993450067,-0.128680749755,0.0,0.0,0.005318129,0.023445465,0.06177666
65,0.7,0.6,0.8,0.33283395245221886,-0.136264120763,0.0,0.0,0.0004554987,0.024960436,0.07064541
66,0.7,0.55,0.85,0.34270653419158276,-0.141751347157,0.0,0.0,0.0009402585,0.025756653,0.07057134
67,0.7,0.55,0.8,0.33749986998913806,-0.119615993187,0.0,0.0,0.006322059,0.02672222,0.07724248
68,0.75,0.55,0.75,0.32008002981901656,-0.108610739125,0.0,0.0,2.4401486e-05,0.0248365,0.076684274
69,0.75,0.55,0.8,0.2784580673610265,-0.118218841207,0.0,0.0,0.000121153986,0.024388451,0.07618116
70,0.8,0.5,0.75,0.2249036607285659,-0.107754581935,0.0,0.0,0.0007523392,0.020550547,0.050414395
71,0.85,0.45,0.8,0.15544377011766175,-0.107701844151,0.0,0.0,0.0007791555,0.020796131,0.050668355
72,0.9,0.45,0.85,0.24679282445782819,-0.117288158201,0.0,0.0,0.0012707147,0.02143871,0.05096844
73,0.95,0.45,0.9,0.2936874057622918,-0.113275475834,0.0,0.0,0.00020221328,0.020487951,0.051275603
74,0.95,0.45,0.95,0.1569217852235631,-0.119062297656,0.0,0.0,6.8929476e-05,0.024522966,0.07443017
75,0.95,0.4,0.9,0.25393410768784935,-0.10950093943,0.0,0.0,0.0001214142,0.01978257,0.05183559
76,0.95,0.35,0.85,0.23456955353694514,-0.0836605228643,0.0,0.0,6.3179075e-05,0.0198142,0.052094642
77,1.0,0.35,0.85,0.11317063179905365,-0.0778495770832,0.0,0.0,0.0004754272,0.020235978,0.052315783
78,1.0,0.35,0.8,0.07251059282409077,-0.0720776368016,0.0,0.0,0.0019091245,0.021289226,0.05252411
79,0.95,0.4,0.75,0.03096730651816726,-0.063635713312,0.0,0.0,2.0592422e-06,0.021094358,0.052655287
80,1.0,0.35,0.8,0.14938299586658293,30.0,0.0,0.0,450.1993,1.1322771,0.05277028
81,0.95,0.35,0.75,0.2928691842761046,-0.136810238235,0.0,0.0,0.0015862035,0.0243127,0.060036927
82,0.95,0.4,0.7,0.30470455922205575,-0.134535964752,0.0,0.0,0.0067305807,0.025351286,0.059547514
83,0.95,0.45,0.7,0.30930927547460196,-0.132707726406,0.0,0.0,0.0003805218,0.022373898,0.05884104
84,1.0,0.4,0.75,0.3587155771936926,-0.126565105581,0.0,0.0,0.00096809503,0.02604939,0.062283017
85,0.95,0.35,0.8,0.34411879083330804,-0.111765861894,0.0,0.0,0.0010781825,0.025936574,0.061769377
86,0.9,0.35,0.75,0.3420169456525747,-0.106122238822,0.0,0.0,2.1193686e-05,0.02419934,0.061179675
87,0.85,0.35,0.75,0.2938061309976248,-0.0975844935193,0.0,0.0,9.7408534e-05,0.024954583,0.060714126
88,0.85,0.4,0.75,0.31368741287087837,-0.091407251465,0.0,0.0,0.00027366285,0.024399975,0.060335897
89,0.9,0.35,0.75,0.23931296084478512,-0.0887758822258,0.0,0.0,0.00020589892,0.025205564,0.060087115
90,0.85,0.3,0.75,0.27780821976016973,-0.100537449253,0.0,0.0,0.0010677753,0.026213001,0.05986011
91,0.8,0.3,0.7,0.3281430991920626,-0.0997879837472,0.0,0.0,5.558795e-05,0.021096114,0.04841552
92,0.8,0.25,0.7,0.2782806543931987,-0.091480647869,0.0,0.0,0.0023443103,0.022822367,0.04830465
93,0.85,0.3,0.65,0.27070497300535135,-0.0906723818842,0.0,0.0,0.0011095351,0.022827305,0.048198838
94,0.8,0.25,0.6,0.22057811968296376,-0.0883718994778,0.0,0.0,0.00020659767,0.022361219,0.04809942
95,0.8,0.25,0.6,0.25809998596701633,-0.0824912356956,0.0,0.0,2.6458804e-07,0.021170028,0.048009705
96,0.85,0.2,0.65,0.2457506471885196,-0.0759336202875,0.0,0.0,0.00034462233,0.022383606,0.047928665
97,0.85,0.15,0.7,0.09542497024009565,-0.0739497872555,0.0,0.0,1.1151682e-09,0.021512764,0.047855794
98,0.9,0.2,0.75,0.031035828802662275,-0.0614019326007,0.0,0.0,7.707424e-06,0.021917203,0.047789935
99,0.85,0.25,0.75,0.03550727793233765,-0.061957892958,0.0,0.0,5.8865244e-05,0.021952584,0.04771077
100,0.9,0.25,0.8,0.18728119306607863,30.0,0.0,0.0,450.18518,1.1330523,0.047638085
101,0.85,0.2,0.8,0.31952688910344457,-0.0884565969835,0.0,0.0,0.0011568575,0.020495348,0.044079732
102,0.9,0.15,0.85,0.37134984050529785,-0.103812705653,0.0,0.0,0.003032179,0.020999625,0.040639006
103,0.9,0.2,0.9,0.36998259475008033,-0.0952380671253,0.0,0.0,0.0017254241,0.025872292,0.060430776
104,0.9,0.2,0.95,0.3368504299286306,-0.0982151958149,0.0,0.0,4.950032e-05,0.022024028,0.06074607
105,0.85,0.25,0.95,0.3214200006624491,-0.0889793373514,0.0,0.0,0.0008417416,0.025365934,0.061026543
106,0.8,0.25,1.0,0.30904977446291343,-0.0850226974283,0.0,0.0,0.002925819,0.025589114,0.061309442
107,0.85,0.3,0.95,0.29765524558410933,-0.0823023765198,0.0,0.0,0.00075019104,0.02532894,0.06165125
108,0.8,0.35,1.0,0.2907905113556548,-0.132086808503,0.0,0.0,0.008758497,0.027739773,0.06195037
109,0.85,0.3,1.0,0.32806397161789524,-0.11325775038,0.0,0.0,0.0045415517,0.024179123,0.050780006
110,0.8,0.25,1.0,0.30231651674951254,-0.0864781055534,0.0,0.0,0.0002969826,0.02162902,0.05114866
111,0.75,0.3,1.0,0.21390096869138508,-0.0945669114428,0.0,0.0,0.0041311686,0.02634739,0.062597275
112,0.8,0.35,1.0,0.2240431671166496,-0.0938099325754,0.0,0.0,0.001607618,0.023390975,0.051759902
113,0.75,0.3,1.0,0.29672631042442155,-0.0842911326086,0.0,0.0,0.00095502904,0.022586957,0.048566896
114,0.7,0.25,1.0,0.3283824777187389,-0.0844169868721,0.0,0.0,0.0008840092,0.022953615,0.05228442
115,0.7,0.25,0.95,0.251200303823893,-0.0845781491633,0.0,0.0,0.0038469436,0.023480097,0.05253157
116,0.65,0.2,1.0,0.27601680789295674,-0.0820340224846,0.0,0.0,0.000687088,0.02289468,0.052765876
117,0.6,0.2,0.95,0.2781446718582335,-0.0772672513486,0.0,0.0,7.2206385e-05,0.021325275,0.052992824
118,0.65,0.25,0.9,0.20201606701692712,-0.0761025266603,0.0,0.0,0.000576416,0.023102531,0.053190146
119,0.65,0.3,0.95,0.23958914749049745,-0.0718910447974,0.0,0.0,0.0007002642,0.023458662,0.053405814
120,0.7,0.3,0.9,0.08890163404690836,-0.0685657882659,0.0,0.0,4.5098026e-05,0.021776687,0.05362432
121,0.75,0.35,0.85,0.0628624803343145,-0.0632004996004,0.0,0.0,0.00015850137,0.022701323,0.053833112
122,0.7,0.3,0.9,0.19807055537597484,30.0,0.0,0.0,450.47247,1.1335833,0.05404196
123,0.65,0.25,0.9,0.3033309492302756,-0.124839653391,0.0,0.0,0.0027179923,0.023725193,0.05123455
124,0.7,0.3,0.85,0.31186512961684,-0.131076413589,0.0,0.0,0.0052714734,0.025071602,0.051214755
125,0.65,0.3,0.8,0.32693875515984816,-0.113884838299,0.0,0.0,4.673849e-05,0.020973518,0.051138233
126,0.65,0.25,0.8,0.33929538375463203,-0.127344719547,0.0,0.0,0.003584533,0.02399504,0.051071305
127,0.65,0.25,0.85,0.3339075359419192,-0.122101738543,0.0,0.0,3.177964e-05,0.020433534,0.050993428
128,0.6,0.2,0.9,0.3378327752030513,-0.116435607503,0.0,0.0,0.0009409704,0.023448382,0.05092009
129,0.6,0.25,0.85,0.3207842236144638,-0.107957435834,0.0,0.0,0.0032963227,0.023436237,0.050819494
130,0.55,0.3,0.85,0.28905615469254203,-0.103402953106,0.0,0.0,0.00025599985,0.022507252,0.050696064
131,0.55,0.35,0.85,0.2923364659112751,-0.109235748311,0.0,0.0,0.00060352514,0.02195865,0.050624706
132,0.5,0.3,0.8,0.3063034708506487,-0.106493439062,0.0,0.0,0.0017116964,0.024962513,0.05254491
133,0.5,0.25,0.8,0.28657204691383154,-0.0935940268399,0.0,0.0,0.00361265,0.025494067,0.052460976
134,0.55,0.2,0.8,0.2996214320181656,-0.0919807038733,0.0,0.0,0.00079158787,0.024263095,0.05238104
135,0.6,0.2,0.75,0.2309709231817094,-0.0934131051047,0.0,0.0,0.00058981415,0.02316063,0.050372273
136,0.55,0.15,0.7,0.267788579841221,-0.0948830866755,0.0,0.0,0.0008946674,0.024729738,0.05224427
137,0.5,0.2,0.65,0.29462619372943966,-0.0807612729049,0.0,0.0,0.0008933198,0.025415318,0.05218613
138,0.55,0.25,0.6,0.25491363938617856,-0.0765630955389,0.0,0.0,0.00028502787,0.024402726,0.05212912
139,0.6,0.25,0.6,0.11804489418493122,-0.0697889204558,0.0,0.0,6.0527323e-06,0.02306975,0.052079093
140,0.6,0.2,0.55,0.10741472283263412,-0.0682719281833,0.0,0.0,9.92338e-06,0.023286497,0.052034095
141,0.65,0.25,0.5,0.08791154564464286,-0.062891194349,0.0,0.0,4.0889277e-05,0.024290182,0.051993214
142,0.65,0.2,0.55,0.06379956694182583,-0.0584951409597,0.0,0.0,1.1653499e-05,0.024265762,0.051956877
143,0.7,0.15,0.55,0.16996116254629484,30.0,0.0,0.0,449.5438,1.1348395,0.051924374
144,0.65,0.2,0.55,0.33219361031886485,-0.093080311124,0.0,0.0,0.00011916629,0.026222698,0.0640189
145,0.6,0.15,0.6,0.3255197149317329,-0.0917798642045,0.0,0.0,0.0013954341,0.029393587,0.06462455
146,0.6,0.2,0.6,0.3305828289519878,-0.0899110750883,0.0,0.0,0.00020533908,0.026536513,0.06504723
147,0.65,0.2,0.6,0.31146976252605324,-0.0872521093239,0.0,0.0,1.3435372e-05,0.02732301,0.06543275
148,0.6,0.25,0.6,0.27352441412013256,-0.0845293738941,0.0,0.0,5.3181717e-05,0.027994297,0.06579145
149,0.6,0.2,0.6,0.30169795509659947,-0.082551186046,0.0,0.0,0.0020833404,0.030684073,0.066149816
150,0.6,0.15,0.6,0.30854468887339154,-0.0804766852302,0.0,0.0,0.0019146465,0.030892432,0.066422805
151,0.65,0.15,0.6,0.31880660134935446,-0.0797165762254,0.0,0.0,3.3664543e-05,0.028578032,0.06662594
152,0.6,0.1,0.65,0.27741092210488427,-0.277104046465,0.0,0.0,0.03320428,0.039368436,0.06681079
153,0.65,0.15,0.6,0.2683555980198596,-0.102572289392,0.0,0.0,0.0010026903,0.025450733,0.046099786
154,0.7,0.1,0.65,0.26910670237922807,-0.108401593626,0.0,0.0,0.0052981908,0.03215064,0.057503745
155,0.7,0.15,0.7,0.2944433802630221,-0.100295760181,0.0,0.0,0.002256093,0.03259522,0.06401408
156,0.65,0.2,0.65,0.30968202515883425,-0.0846951815388,0.0,0.0,0.00044852067,0.030193364,0.058072887
157,0.6,0.15,0.65,0.3090406816900971,-0.0842116929319,0.0,0.0,0.0001044359,0.029227033,0.058315217
158,0.6,0.2,0.6,0.2628280252087975,-0.08245439142,0.0,0.0,0.0055479873,0.03184435,0.058534622
159,0.55,0.25,0.65,0.31608520240608196,-0.0810271191287,0.0,0.0,0.0023482912,0.03193087,0.0587143
160,0.6,0.3,0.7,0.27793444220791563,-0.0804500965993,0.0,0.0,0.0007632768,0.031580895,0.058873802
161,0.6,0.25,0.65,0.22564955622528535,-0.0777378480168,0.0,0.0,9.154517e-08,0.028893195,0.05901864
162,0.55,0.3,0.6,0.2601522314062662,-0.0758997421514,0.0,0.0,0.00012518023,0.030227853,0.05914953
163,0.6,0.35,0.6,0.19815598404999143,-0.0746163624456,0.0,0.0,0.0016163961,0.03210168,0.059266444
164,0.65,0.4,0.55,0.10806320794978799,-0.0704228625003,0.0,0.0,0.000109527486,0.030485533,0.05936932
165,0.65,0.35,0.5,0.06293699967950925,-0.0645254756005,0.0,0.0,9.5451185e-05,0.029640628,0.059462916
166,0.7,0.3,0.45,0.0691338714572338,-0.0592076002707,0.0,0.0,1.872492e-05,0.030287696,0.059546318
167,0.7,0.25,0.4,0.16439538830806127,30.0,0.0,0.0,451.24054,1.1418345,0.059621245
168,0.65,0.3,0.35,0.33388243204562235,-0.0889170417914,0.0,0.0,0.00016605038,0.02864772,0.05652151
169,0.6,0.3,0.3,0.31912233042296945,-0.0876241984032,0.0,0.0,0.0003062964,0.02842537,0.05537447
170,0.65,0.25,0.3,0.311362269217985,-0.0884789142648,0.0,0.0,0.0014815524,0.029150672,0.05434005
171,0.65,0.2,0.3,0.2838220522574861,-0.0754131555673,0.0,0.0,0.0011394734,0.029446669,0.05338773
172,0.65,0.25,0.35,0.2914374841669709,-0.0985805222156,0.0,0.0,0.0015989741,0.030973798,0.057706695
173,0.6,0.3,0.35,0.32942545400660267,-0.129471739416,0.0,0.0,0.0004896473,0.028861945,0.057578094
174,0.6,0.35,0.3,0.32577152425624845,-0.104292004903,0.0,0.0,0.0034504137,0.027723467,0.04951076
175,0.65,0.4,0.3,0.3281975564766192,-0.108572411857,0.0,0.0,0.00080395245,0.027569026,0.048940692
176,0.65,0.45,0.25,0.2750615232883401,-0.105538541264,0.0,0.0,0.0034555974,0.027374862,0.048432596
177,0.6,0.4,0.25,0.34400564865878697,-0.100282601184,0.0,0.0,1.6540516e-05,0.024993693,0.047976132
178,0.65,0.45,0.3,0.3528633402017255,-0.0934729249022,0.0,0.0,0.00019455422,0.02626914,0.047566146
179,0.6,0.5,0.3,0.3002258036341031,-0.0924959447746,0.0,0.0,1.3198897e-05,0.024807747,0.047192983
180,0.55,0.45,0.25,0.3293514376559965,-0.0906447325483,0.0,0.0,0.00020989883,0.024853518,0.046857513
181,0.6,0.5,0.25,0.2075198052132229,-0.0883545587985,0.0,0.0,0.0009973708,0.027013846,0.046548948
182,0.6,0.45,0.25,0.2708624647720685,-0.0848799477967,0.0,0.0,0.0014749656,0.028228438,0.045799688
183,0.55,0.45,0.2,0.25771376048455297,-0.0782077004202,0.0,0.0,4.8180824e-05,0.025449928,0.045441277
184,0.6,0.45,0.25,0.1977125511424839,-0.0746787568402,0.0,0.0,0.0018057986,0.027756715,0.045118473
185,0.65,0.5,0.25,0.23657539437995093,-0.0712428954418,0.0,0.0,0.00029427023,0.026698845,0.04482668
186,0.65,0.45,0.25,0.21966321428671953,-0.0696006854689,0.0,0.0,0.000652587,0.027516652,0.044563036
187,0.7,0.4,0.25,0.08784892434685096,-0.0666043282212,0.0,0.0,0.0020702388,0.027378678,0.04432383
188,0.75,0.4,0.3,0.06608560449000386,-0.0643008559105,0.0,0.0,0.0012164336,0.027290063,0.044106126
189,0.7,0.4,0.3,0.0556191644001784,-0.0606563484112,0.0,0.0,0.00023412023,0.026873054,0.043909058
190,0.7,0.4,0.3,0.19657834800658008,30.0,0.0,0.0,450.54095,1.1374116,0.043730736
191,0.75,0.45,0.3,0.3173722153968938,-0.0940381151859,0.0,0.0,0.0008305056,0.026600502,0.043569494
192,0.7,0.4,0.35,0.3069229200762568,-0.0893977651113,0.0,0.0,0.0020108095,0.027745746,0.042889014
193,0.7,0.45,0.35,0.32429656059847023,-0.090358796876,0.0,0.0,0.00012967816,0.02471049,0.042296864
194,0.7,0.4,0.3,0.3392498134762804,-0.0892750999909,0.0,0.0,0.0014623596,0.027519025,0.041796748
195,0.65,0.4,0.3,0.2865564842652765,-0.088627154161,0.0,0.0,0.0009469258,0.02670681,0.041385457
196,0.6,0.45,0.25,0.3062106376544156,-0.0865551464284,0.0,0.0,5.951487e-06,0.023765827,0.041016847
197,0.6,0.4,0.3,0.3223853708759696,-0.120153965832,0.0,0.0,0.0029608256,0.028048225,0.040683568
198,0.65,0.45,0.3,0.2574649611075944,-0.117364274515,0.0,0.0,0.0014334061,0.026211686,0.0401647
199,0.65,0.4,0.25,0.29922725847186615,-0.115607413112,0.0,0.0,0.0032469195,0.028339807,0.040010307
200,0.65,0.35,0.3,0.30618883119979523,-0.101684170499,0.0,0.0,0.0016078176,0.027632117,0.03838949
201,0.65,0.4,0.25,0.27372278696794294,-0.0862153692526,0.0,0.0,0.004038508,0.027919624,0.03811159
202,0.7,0.35,0.25,0.35080472920233013,-0.0923804025899,0.0,0.0,0.004007255,0.02823126,0.03784873
203,0.75,0.4,0.2,0.3125941665427136,-0.0893510492928,0.0,0.0,0.0005022491,0.0265142,0.03760904
204,0.8,0.4,0.2,0.3093634620046882,-0.0888902829236,0.0,0.0,6.966179e-05,0.025175985,0.037394617
205,0.8,0.35,0.25,0.30441641861474245,-0.0859151906056,0.0,0.0,0.0005867983,0.027078902,0.037200965
206,0.85,0.3,0.25,0.2708024297519918,-0.0825294120078,0.0,0.0,0.003173285,0.028372763,0.037027627
207,0.9,0.3,0.3,0.26427087819998657,-0.0799975510393,0.0,0.0,0.002326843,0.028400375,0.036868848
208,0.9,0.35,0.25,0.24993242473509517,-0.0769947637626,0.0,0.0,0.0031587111,0.028398072,0.036724366
209,0.9,0.3,0.25,0.12809188864440527,-0.0757530164682,0.0,0.0,0.00039238617,0.0274469,0.03658295
210,0.95,0.25,0.2,0.0728675819358684,-0.0722353800263,0.0,0.0,6.182723e-05,0.026420334,0.036454324
211,0.95,0.3,0.25,0.05976370479157056,-0.0633528699987,0.0,0.0,0.00019746482,0.02749908,0.0363384
212,0.9,0.35,0.25,0.22326048328752268,30.0,0.0,0.0,451.11185,1.138323,0.036233813
213,0.9,0.35,0.2,0.28402146115901894,-0.12459331319,0.0,0.0,0.0045347824,0.030624954,0.050985597
214,0.95,0.4,0.25,0.3318843270893861,-0.114689877151,0.0,0.0,0.0005336634,0.030000117,0.05197658
215,0.9,0.45,0.3,0.3246003207675102,-0.110461352752,0.0,0.0,0.0005807433,0.030276474,0.05282864
216,0.95,0.4,0.35,0.3369538040934144,-0.103752762767,0.0,0.0,0.0013273288,0.030120675,0.053641886
217,0.95,0.4,0.3,0.3360995463172847,-0.0977497512736,0.0,0.0,0.0026168027,0.029999658,0.054514788
218,1.0,0.35,0.3,0.32656595671199107,-0.179156421928,0.0,0.0,0.011260479,0.03384482,0.05517243
219,1.0,0.35,0.35,0.3055180639629639,-0.153246002109,0.0,0.0,0.0060013784,0.031162938,0.0425806
220,1.0,0.4,0.35,0.3437921589091977,-0.112051577391,0.0,0.0,0.00012334142,0.027033003,0.043410037
221,1.0,0.35,0.4,0.3068369433508508,-0.115442834926,0.0,0.0,0.00051389606,0.02819464,0.04415924
222,0.95,0.35,0.35,0.31215002840261996,-0.101212635677,0.0,0.0,3.8633665e-05,0.027084397,0.044834815
223,0.95,0.4,0.3,0.3236942693275485,-0.0971760517549,0.0,0.0,0.002423136,0.029407037,0.045444183
224,0.9,0.4,0.3,0.18758099990360416,-0.0949613565404,0.0,0.0,2.3055927e-07,0.026880741,0.04599116
225,0.85,0.35,0.25,0.31826645585850377,-0.093203017079,0.0,0.0,5.442331e-05,0.026966989,0.0464852
226,0.8,0.4,0.2,0.18824580281082226,-0.0876062258155,0.0,0.0,0.0009199744,0.027228154,0.046930637
227,0.75,0.45,0.2,0.25288291626195286,-0.0883435138308,0.0,0.0,0.00016946386,0.028571658,0.047330566
228,0.75,0.45,0.25,0.20170051924563642,-0.0759599274322,0.0,0.0,0.00033014733,0.027673062,0.047690723
229,0.75,0.4,0.3,0.20688633616579824,-0.0730851221395,0.0,0.0,8.139744e-05,0.027726075,0.048015557
230,0.75,0.35,0.25,0.009346830758218235,-0.0658359961179,0.0,0.0,6.612592e-05,0.028363356,0.048309308
231,0.8,0.3,0.25,0.019803990172191935,-0.0607853054566,0.0,0.0,0.000463867,0.028127126,0.048574414
232,0.85,0.35,0.2,0.15076033177610215,30.0,0.0,0.0,450.3067,1.1391673,0.04881326
233,0.8,0.3,0.25,0.32649111727580615,-0.171318801836,0.0,0.0,0.008126289,0.032934636,0.041922808
234,0.85,0.35,0.25,0.46417370565494004,-0.135820551764,0.0,0.0,2.3868786e-05,0.02688612,0.044246953
235,0.9,0.35,0.3,0.33666684839336153,-0.116959135101,0.0,0.0,0.0011095357,0.03262773,0.06828576
236,0.95,0.35,0.25,0.3583937625533846,-0.11750323993,0.0,0.0,6.797459e-05,0.027514711,0.055823084
237,0.9,0.4,0.3,0.3410304987887569,-0.105334151451,0.0,0.0,0.00094977603,0.030373026,0.05645075
238,0.9,0.4,0.3,0.2873165270524538,-0.096980391912,0.0,0.0,0.0005264791,0.030230789,0.057642512
