epi#,epi_reward,epi_steps
320,18.32951178844897,10
321,94.91352385488267,17
322,154.379870116,9
323,169.219683841,13
324,77.556840453,15
325,74.381017468,13
326,138.650278589,7
327,121.509513975,9
328,156.935514659,13
329,172.084371013,14
330,117.84,10
331,117.612586057,10
332,130.58,12
333,57.7217935884,8
334,69.8794527167,11
335,120.571046882,10
336,116.14,9
337,118.3,10
338,108.553261254,12
339,79.8259583545,8
340,31.1798083345,10
341,120.5,10
342,98.54450256111508,10
343,90.3493424863,10
344,98.297300389,30
345,120.08,10
346,119.36,10
347,88.8678904023663,10
348,51.7669595501,14
349,129.64585039,9
350,158.53497065178553,27
351,172.64,16
352,113.64,4
353,119.16,10
354,107.779221105,10
355,118.259891394,10
356,45.9059897986,12
357,115.82,8
358,51.640234775,10
359,123.94,10
360,49.5291306757,13
361,110.750022653,7
362,62.6429963757,10
363,119.62,10
364,129.78,10
365,130.3,10
366,127.4,10
367,24.86562471707768,12
368,135.517255878,18
369,69.7618474698,10
370,117.22,10
371,119.68,10
372,127.26,12
373,107.876881652,8
374,92.6802503227,10
375,85.8871112057,20
376,124.774760838,10
377,-6.526116377736173,10
378,23.80326653360298,12
379,83.0575768679,8
380,123.7,10
381,88.0675378359,11
382,124.42,9
383,125.06,10
384,39.4908615075,12
385,122.18,8
386,25.3127264247333,10
387,122.179144669,10
388,113.04635167,12
389,107.996200065,8
390,13.7338555043,10
391,117.24,10
392,122.76,10
393,66.2238849009,10
394,59.6893611224,10
395,123.22,10
396,182.1,20
397,121.88,10
398,129.62,10
399,70.4252526881,10
400,83.1724394422,10
401,120.12,10
402,117.38,10
403,104.340811306,10
404,170.673958331,20
405,120.8,10
406,126.42,10
407,83.8100236841,10
408,122.24,10
409,38.9734428707,10
410,37.50043328907783,20
411,126.06,10
412,125.92,10
413,96.7841150452,10
414,111.84,10
415,53.57795421003667,22
416,81.7445447259,8
417,74.96702747600716,10
418,61.3401426729,10
419,199.490211737,20
420,123.64,10
421,19.8241898024,13
422,116.176527836,7
423,104.883247868,10
424,112.317229689,10
425,123.322209875,10
426,54.4818827765,10
427,94.49475643420527,10
428,123.7,10
429,74.9684696607,10
430,126.684551932,10
431,115.64,10
432,112.37534372095477,10
433,103.76196146,10
434,74.4181899513,10
435,104.286447008,10
436,29.9649214644,10
437,126.055320412,10
438,103.668272149,10
439,68.7279613937,10
440,122.38,10
441,131.06,10
442,13.926434574417826,10
443,125.65173736,10
444,57.1700405417,10
445,88.7109637120015,10
446,55.3486873376,10
447,90.94719441537188,10
448,121.0,10
449,28.29359950015727,10
450,85.7052673531,10
451,115.18,10
452,41.5717713119,10
453,54.34055416235623,10
454,-34.887880424450145,20
455,87.2386996118,10
456,103.639582431,10
457,121.8,10
458,127.090776013,10
459,120.42,10
460,72.2213075321,10
461,98.0101720644,10
462,112.454132463,10
463,95.5832351204,10
464,-97.79492997005802,20
465,117.14,10
466,121.766361489,10
467,103.078943068,10
468,78.29956774997095,10
469,128.88,10
470,53.714483881,10
471,121.221146246,10
472,115.0,10
473,126.34,10
474,128.9,10
475,-1.45093361628,10
476,120.68,10
477,20.662803484319383,10
478,52.0129044527,10
479,-19.7460705728,20
480,127.78,10
481,122.34,10
482,123.78,10
483,37.5661612545,10
484,97.5846650408,10
485,127.88,10
486,118.64,10
487,122.02,10
488,118.004370548,10
489,120.5,10
490,33.1728130189,10
491,116.592603188,10
492,110.73716281453605,10
493,117.94,10
494,101.667821003,10
495,57.2611397798,10
496,80.5991665415,10
497,115.119678813,10
498,47.9676344821,10
499,115.96,10
500,120.74,10
501,47.8062179078,10
502,132.14,10
503,22.7471560642,20
504,85.0030249279,10
505,114.251632792,10
506,120.073302215,10
507,122.1,10
508,116.72,10
509,44.45252316762249,10
510,84.12370507263235,10
511,86.9495588103,10
512,-18.930682914165843,20
513,118.16,10
514,129.201928577,10
515,124.421925852,10
516,119.23368177,10
517,70.4095176042,10
518,80.73339104310708,10
519,121.64,10
520,103.775609998,10
521,115.980735278,20
522,104.077956301,10
523,29.0566563598,10
524,83.5972918968,10
525,4.71155613959,10
526,122.92,10
527,78.8887003143,10
528,62.9061980242,10
529,-25.8007977473,10
530,119.514407257,10
531,117.4,10
532,119.763443975,10
533,93.4145893988,10
534,35.4852485855,10
535,118.62,10
536,121.38111583,10
537,93.7518681441,10
538,-27.0731819141,10
539,121.04,10
540,124.86,10
541,121.58,10
542,123.06,10
543,119.607926498,10
544,96.7896648759,20
545,117.56,10
546,108.51244143932381,10
547,120.7,10
548,117.08,10
549,83.4531545412,10
550,69.5028078777,10
551,59.7042495518,20
552,122.509942853,10
553,58.1685952632,10
554,65.2317900164,10
555,111.938086099,10
556,39.5009078781,10
