plan#,Ap,Bp,L,F,dp_obs,min_obs_dis,plan_reward,plan_time,obs_dis,loss,mae,mean_q
33,0.95,0.5,0.9,0.00725355690181,0.0,4.62286138535,6.7,0.0,0.0,22.878405,0.27409887,0.06453515
34,0.95,0.5,0.95,0.974637017975,0.0,4.28698301315,6.58,0.0,0.0,22.08151,0.2706544,0.06483336
35,0.95,0.5,0.9,0.988384084234,0.0,4.37708950043,6.72,0.0,0.0,22.429436,0.27102885,0.06514601
36,1.0,0.45,0.85,0.0123325874268,0.0,4.40382862091,7.2,0.0,0.0,26.451977,0.29485607,0.06922354
37,1.05,0.4,0.9,0.521283352206,0.0,4.40677928925,7.68,0.0,0.0,29.828897,0.3128141,0.06998728
38,1.1,0.35,0.9,0.00148606781684,0.0,4.43234014511,8.1,0.0,0.0,32.86765,0.32606962,0.07072096
39,1.1,0.4,0.95,0.560451359878,0.0,4.45686292648,8.6,0.0,0.0,36.861805,0.34363884,0.07191335
40,1.15,0.35,0.95,0.00127240076497,0.0,4.53085899353,8.94,0.0,0.0,39.991497,0.35843557,0.07358464
41,1.15,0.35,0.95,0.00275146022275,0.0,4.53085899353,0.0,0.0,0.0,7.111399e-06,0.030004933,0.077096894
42,1.1,0.4,1.0,0.0357284093446,0.0,2.72215771675,-7.43495590704,0.0,0.0,27.293919,0.2818806,0.020805623
43,1.1,0.35,1.0,0.00156750755221,0.0,3.09867691994,-15.553556672,0.0,0.0,119.85312,0.6028513,0.076787196
44,1.05,0.3,0.95,3.46733861549,0.0,2.8637008667,-15.0156434442,0.0,0.0,111.12618,0.5859625,0.08937862
45,1.0,0.3,1.0,2.67348235978,0.0,3.32714891434,-15.4061675269,0.0,0.0,119.07221,0.6099255,0.10775846
46,0.95,0.3,1.0,1.44354799894,0.0,3.24823117256,-15.35259386,0.0,0.0,117.04505,0.6002132,0.08940837
47,0.95,0.25,1.0,0.707050145993,0.0,3.25114488602,-15.2461346587,0.0,0.0,115.17993,0.595622,0.087839164
48,0.9,0.3,0.95,1.10709783939,0.0,3.91849899292,-9.15130633841,0.0,0.0,40.96686,0.36807284,0.086659074
49,0.95,0.25,0.95,0.807461424189,0.0,1.90854918957,0.02,0.0,0.0,0.0018533232,0.044384044,0.115359336
50,0.9,0.3,0.9,1.45241330324,0.0,1.76451122761,0.26,0.0,0.0,0.08047279,0.051391978,0.09869622
51,0.9,0.3,0.95,17.1621932848,0.0,1.6088322401,0.28,0.0,0.0,0.074385405,0.051963612,0.09803262
52,0.85,0.25,0.9,0.0182669002445,0.0,2.15124225616,0.44,0.0,0.0,0.16112491,0.057731487,0.09747115
53,0.9,0.3,0.95,0.0764854306729,0.0,2.72487545013,0.4,0.0,0.0,0.08675268,0.05104067,0.096938565
54,0.9,0.35,1.0,0.12795228358,0.0,2.88417863846,0.7,0.0,0.0,0.24378483,0.06030879,0.087056406
55,0.95,0.3,1.0,0.103708499035,0.0,2.83112239838,1.08,0.0,0.0,0.56269836,0.07315534,0.08724135
56,0.9,0.25,1.0,0.0159265645109,0.0,3.16492533684,1.32,0.0,0.0,0.8997948,0.08520813,0.08748417
57,0.9,0.3,1.0,0.0853739993875,0.0,3.08601880074,1.8,0.0,0.0,1.7510433,0.10504921,0.08779357
58,0.85,0.35,0.95,0.176901400362,0.0,3.11038661003,1.88,0.0,0.0,1.9061712,0.108133614,0.08807252
59,0.8,0.3,0.9,0.0973683352461,0.0,3.12863254547,2.14,0.0,0.0,2.42284,0.11778955,0.08820893
60,0.8,0.35,0.85,0.192978584714,0.0,3.13538408279,2.38,0.0,0.0,2.8286028,0.12298615,0.08822499
61,0.8,0.35,0.8,3.47206420583,0.0,3.1409535408,2.62,0.0,0.0,3.352348,0.12983456,0.08857937
62,0.8,0.4,0.8,0.44507293186,0.0,3.20247173309,2.76,0.0,0.0,3.9905005,0.14104538,0.08931505
63,0.85,0.45,0.85,0.57315549759,0.0,3.29251646996,3.18,0.0,0.0,5.1346025,0.15506971,0.08989648
64,0.85,0.45,0.8,0.590647995861,0.0,3.33319854736,3.44,0.0,0.0,5.804702,0.16071665,0.09052761
65,0.85,0.5,0.8,0.811383434961,0.0,3.3422062397,3.68,0.0,0.0,6.9901867,0.17596954,0.09163414
66,0.85,0.45,0.85,0.391197075526,0.0,2.95381855965,4.82,0.0,0.0,11.949516,0.21834724,0.092578694
67,0.85,0.45,0.8,0.688467595184,0.0,3.13381123543,5.06,0.0,0.0,12.613401,0.2196374,0.089447536
68,0.9,0.45,0.75,0.6508945957,0.0,2.95381855965,5.1,0.0,0.0,13.170991,0.22660777,0.09083614
69,0.9,0.45,0.8,0.678873768466,0.0,2.95381855965,5.34,0.0,0.0,14.558863,0.23689839,0.09238766
70,0.95,0.4,0.75,0.056006740004,0.0,3.68620228767,5.58,0.0,0.0,16.154284,0.24720046,0.09366833
71,1.0,0.35,0.8,0.0256432664285,0.0,3.1711769104,5.58,0.0,0.0,15.822159,0.24575444,0.09437588
72,1.05,0.35,0.85,1.51560991529,0.0,3.26750612259,5.72,0.0,0.0,16.544405,0.25053486,0.097184926
73,1.1,0.35,0.9,1.81193070106,0.0,3.34639263153,5.96,0.0,0.0,17.939146,0.2595807,0.097490445
74,1.1,0.35,0.95,1.32521726509,0.0,3.34409499168,6.46,0.0,0.0,21.287828,0.28126505,0.09769873
75,1.1,0.3,0.9,0.954062653746,0.0,3.34778690338,6.74,0.0,0.0,23.412241,0.29215014,0.097205296
76,1.1,0.25,0.85,0.00133787073744,0.0,3.35465812683,6.98,0.0,0.0,25.05721,0.30142996,0.09589468
77,1.15,0.25,0.85,0.00137904952888,0.0,3.35948085785,7.2,0.0,0.0,26.959627,0.30981404,0.09393982
78,1.15,0.25,0.8,0.00128175551461,0.0,3.36458039284,7.4,0.0,0.0,27.184408,0.3098988,0.09189362
79,1.1,0.3,0.75,0.00302739288261,0.0,3.46126008034,7.7,0.0,0.0,30.624031,0.32769692,0.0924219
80,1.15,0.25,0.8,0.000139011576064,0.0,3.82642126083,8.32,0.0,0.0,34.801975,0.34686586,0.09254267
81,1.1,0.25,0.75,8.16217728041e-05,0.0,3.98047494888,9.0,0.0,0.0,41.093506,0.374845,0.091708496
82,1.1,0.3,0.7,0.000288837520455,0.0,4.28946733475,9.2,0.0,0.0,42.610207,0.37939414,0.09082791
83,1.1,0.35,0.7,0.97414341701,0.0,4.28946733475,100.0,0.0,0.0,4999.0273,3.7415953,0.091213964
84,1.15,0.3,0.75,19.4897074564,0.0,2.55284929276,-12.9773120228,0.0,0.0,84.40501,0.517944,0.091199934
85,1.1,0.25,0.8,0.0953960520858,0.0,1.59944522381,0.86,0.0,0.0,0.370232,0.08045391,0.11562986
86,1.05,0.25,0.75,1.95654702528,0.0,2.40817475319,0.02,0.0,0.0,0.0016978484,0.044310093,0.107243136
87,1.0,0.25,0.75,2.72651114633,0.0,2.28298306465,0.02,0.0,0.0,0.002351162,0.041076045,0.093199596
88,1.0,0.3,0.75,3.53155422715,0.0,2.38652586937,0.32,0.0,0.0,0.066844344,0.05232615,0.09375743
89,1.0,0.35,0.7,3.973686458,0.0,2.23892021179,0.72,0.0,0.0,0.27143723,0.065342925,0.094278626
90,0.95,0.3,0.7,3.30513539297,0.0,2.084451437,1.04,0.0,0.0,0.58108735,0.07927886,0.09469207
91,0.9,0.3,0.65,12.346061693,0.0,2.05219340324,1.24,0.0,0.0,0.81039625,0.08690432,0.095141284
92,0.85,0.3,0.7,3.4003319232,0.0,2.33436059952,1.44,0.0,0.0,1.022727,0.091859095,0.09560056
93,0.9,0.35,0.65,3.70121193064,0.0,2.28586292267,0.52,0.0,0.0,0.14011298,0.060272954,0.096377894
94,0.85,0.3,0.6,3.00284679366,0.0,2.1316678524,2.02,0.0,0.0,2.278257,0.13000128,0.11664802
95,0.85,0.3,0.6,3.1772194667,0.0,2.16778039932,2.26,0.0,0.0,2.6879482,0.12929429,0.09766784
96,0.9,0.25,0.65,0.0891620345358,0.0,2.13225889206,2.52,0.0,0.0,3.2826858,0.1382406,0.098239556
97,0.9,0.2,0.7,0.017819743759,0.0,2.15600681305,2.76,0.0,0.0,4.043745,0.1497733,0.09873633
98,0.95,0.25,0.75,0.0373886886275,0.0,2.14403367043,3.02,0.0,0.0,4.6319647,0.1563972,0.09913181
99,0.9,0.3,0.75,0.0526105252614,0.0,2.1293592453,3.26,0.0,0.0,5.4717684,0.16770035,0.09971655
100,0.95,0.3,0.8,6.15069947896,0.0,2.69936418533,2.22,0.0,0.0,2.4738495,0.1269102,0.1003881
101,0.9,0.25,0.8,2.42193840646,0.0,2.79926323891,2.46,0.0,0.0,3.0597746,0.14639105,0.12026738
102,0.95,0.2,0.85,0.401115808749,0.0,2.36733961105,3.68,0.0,0.0,6.8451996,0.19259042,0.121079944
103,0.95,0.25,0.9,0.00123031237106,0.0,2.29391956329,4.08,0.0,0.0,8.430233,0.19949037,0.102090135
104,0.95,0.25,0.95,0.000418991831137,0.0,2.17718434334,4.6,0.0,0.0,10.776193,0.22094196,0.102547124
105,0.9,0.3,0.95,0.281591985706,0.0,2.36661696434,4.8,0.0,0.0,11.57648,0.23588015,0.105275206
106,0.85,0.3,1.0,0.265718453197,0.0,2.28144359589,4.88,0.0,0.0,11.610865,0.23443824,0.10711993
107,0.9,0.35,0.95,0.470116624882,0.0,2.59253525734,4.06,0.0,0.0,8.089417,0.2074638,0.11140817
108,0.85,0.4,1.0,0.677247348864,0.0,2.72968149185,4.56,0.0,0.0,10.456385,0.23125856,0.114664905
109,0.9,0.35,1.0,0.0383712696314,0.0,2.98151421547,4.56,0.0,0.0,10.352848,0.23135425,0.11890386
110,0.85,0.3,1.0,0.00913229527603,0.0,2.98151421547,4.9,0.0,0.0,11.856699,0.244398,0.123702824
111,0.8,0.35,1.0,0.0157130954724,0.0,2.98151421547,5.14,0.0,0.0,13.223322,0.25804564,0.12913147
112,0.85,0.4,1.0,0.0337802594697,0.0,3.63839626312,5.38,0.0,0.0,14.321223,0.26715598,0.13526115
113,0.9,0.45,1.0,0.794867313391,0.0,3.36324095726,5.62,0.0,0.0,15.605661,0.27832142,0.14105342
114,0.85,0.4,1.0,0.0310699708464,0.0,3.42702293396,5.76,0.0,0.0,16.764847,0.291064,0.14674485
115,0.85,0.4,0.95,0.0308081281076,0.0,3.41365766525,6.1,0.0,0.0,18.158636,0.29867804,0.15206674
116,0.8,0.35,1.0,0.523411283892,0.0,3.41564512253,6.4,0.0,0.0,20.618828,0.3198107,0.15754887
117,0.75,0.35,0.95,0.27531696668,0.0,3.41645288467,6.64,0.0,0.0,21.609465,0.32510188,0.1627477
118,0.8,0.4,0.9,0.157104032969,0.0,3.41979217529,6.74,0.0,0.0,22.440792,0.33425707,0.16946475
119,0.8,0.45,0.95,0.0635226270354,0.0,3.42417573929,6.9,0.0,0.0,23.823833,0.3467565,0.17515017
120,0.85,0.45,0.9,0.0658535011283,0.0,3.4287519455,7.28,0.0,0.0,26.480223,0.36330324,0.18006696
121,0.9,0.5,0.85,0.11315022541,0.0,3.44384741783,7.7,0.0,0.0,29.23213,0.378227,0.18511885
122,0.85,0.45,0.9,0.0392459634861,0.0,3.65244340897,8.02,0.0,0.0,32.088623,0.39642015,0.18934269
123,0.8,0.4,0.9,0.012774018029,0.0,3.83636140823,8.66,0.0,0.0,36.825596,0.4180861,0.19365822
124,0.85,0.45,0.85,0.0251570324583,0.0,4.18202257156,8.96,0.0,0.0,39.455177,0.43307337,0.19952694
125,0.8,0.45,0.8,0.00863329383381,0.0,4.40759706497,9.42,0.0,0.0,43.3216,0.4511871,0.20459731
126,0.75,0.45,0.85,1.10719525574,0.0,4.40759706497,100.0,0.0,0.0,4978.7725,3.805122,0.21249807
127,0.75,0.45,0.9,11.6571478708,0.0,2.65705966949,-7.66036824529,0.0,0.0,29.135967,0.38976532,0.2214701
128,0.7,0.4,0.95,0.119834077934,0.0,2.65204691887,-8.05331052468,0.0,0.0,32.406223,0.40933794,0.2345917
129,0.75,0.35,0.95,0.0804477240129,0.0,2.49077415466,-7.7528585175,0.0,0.0,30.88655,0.4024689,0.24607697
130,0.75,0.3,0.95,0.038707405369,0.0,2.68535041809,-7.65784961548,0.0,0.0,30.17388,0.40218198,0.25525683
131,0.75,0.35,0.95,13.7168880565,0.0,2.6375772953,-6.87752570944,0.0,0.0,23.784822,0.37557235,0.26245406
132,0.7,0.3,0.9,0.027985173085,0.0,2.65910792351,0.02,0.0,0.0,0.022655979,0.12884839,0.26888305
133,0.7,0.25,0.9,0.659509180503,0.0,2.57914853096,-8.21603487829,0.0,0.0,34.43733,0.40886986,0.23086478
134,0.75,0.2,0.9,0.272404852713,0.0,2.70584058762,0.02,0.0,0.0,0.0066519054,0.12466712,0.27868435
135,0.8,0.2,0.85,20.0,0.0,2.89809417725,0.54,0.0,0.0,0.16186853,0.12702335,0.23553665
136,0.75,0.15,0.8,0.0874445816446,0.0,2.74629187584,0.62,0.0,0.0,0.32321566,0.15618093,0.28548294
137,0.7,0.2,0.75,0.00481955012779,0.0,3.07791090012,0.88,0.0,0.0,0.68029976,0.16644229,0.28889796
138,0.65,0.25,0.75,2.11870481206,0.0,2.86505389214,1.32,0.0,0.0,0.83026123,0.1760186,0.29153842
139,0.7,0.25,0.75,0.574676322675,0.0,2.75203347206,1.6,0.0,0.0,1.6585735,0.19379272,0.2940286
140,0.7,0.2,0.7,0.333365280716,0.0,2.72906112671,1.78,0.0,0.0,1.9924535,0.20054722,0.29582655
141,0.75,0.25,0.65,0.00338247578773,0.0,2.67062163353,1.96,0.0,0.0,1.7893629,0.19715632,0.29685184
142,0.75,0.2,0.7,0.829372936493,0.0,3.14507389069,2.1,0.0,0.0,2.4041157,0.21197999,0.2977708
143,0.8,0.15,0.7,0.218775724376,0.0,2.74318051338,2.56,0.0,0.0,3.0198503,0.21636218,0.29843262
144,0.75,0.2,0.7,0.638008674356,0.0,2.87520813942,2.76,0.0,0.0,3.6966615,0.22843935,0.29983106
145,0.7,0.15,0.75,0.273220847952,0.0,1.71202778816,4.26,0.0,0.0,9.04097,0.28638002,0.30132896
146,0.7,0.2,0.75,0.876002024085,0.0,1.88803219795,4.46,0.0,0.0,9.7388,0.33109635,0.39262617
147,0.75,0.2,0.75,0.706561428535,0.0,1.79028272629,4.7,0.0,0.0,12.374195,0.34978986,0.39537787
148,0.7,0.25,0.75,0.160689030843,0.0,1.95951962471,5.0,0.0,0.0,12.089605,0.3505072,0.39667037
149,0.7,0.2,0.75,0.0490181528951,0.0,2.15821671486,5.22,0.0,0.0,12.8622465,0.35966873,0.4075412
150,0.7,0.15,0.75,0.00837466698826,0.0,2.13102960587,5.66,0.0,0.0,15.201952,0.3707909,0.40069216
151,0.75,0.2,0.75,0.0481769692308,0.0,2.13541507721,5.94,0.0,0.0,17.345688,0.38959503,0.4040318
152,0.7,0.15,0.8,0.00742661808252,0.0,2.13724017143,6.18,0.0,0.0,18.808353,0.40044796,0.40777576
153,0.65,0.2,0.8,0.0399504882992,0.0,2.13950014114,6.48,0.0,0.0,20.473808,0.41098598,0.411921
154,0.7,0.15,0.85,0.00653780900498,0.0,2.14247226715,6.72,0.0,0.0,22.069733,0.42239374,0.41655076
155,0.7,0.2,0.9,0.0402506108005,0.0,2.14598321915,6.96,0.0,0.0,24.18679,0.43900657,0.42160475
156,0.75,0.25,0.85,0.115382105269,0.0,2.1815123558,7.18,0.0,0.0,25.037539,0.44232085,0.42679644
157,0.7,0.2,0.85,0.0232773189894,0.0,2.26401734352,7.42,0.0,0.0,26.354889,0.44984764,0.43199268
158,0.7,0.25,0.8,0.0455045200763,0.0,2.39950037003,7.64,0.0,0.0,27.992256,0.46147877,0.4381011
159,0.65,0.3,0.85,0.0649359722559,0.0,2.58218193054,7.86,0.0,0.0,30.01841,0.476905,0.44535547
160,0.7,0.35,0.9,1.69767829535,0.0,2.7965862751,8.12,0.0,0.0,31.241951,0.48376155,0.45357865
161,0.7,0.3,0.85,0.0283033430281,0.0,2.776252985,8.36,0.0,0.0,37.158398,0.51691276,0.4560249
162,0.65,0.35,0.8,0.0235974042846,0.0,3.11504673958,8.34,0.0,0.0,38.35928,0.5185613,0.45934352
163,0.7,0.4,0.8,0.0163041766903,0.0,3.73096585274,8.7,0.0,0.0,36.762802,0.5197763,0.46046856
164,0.65,0.45,0.8,0.952266202698,0.0,4.25668811798,9.26,0.0,0.0,41.386887,0.53939766,0.46224707
165,0.65,0.4,0.75,20.0,0.0,4.25668811798,100.0,0.0,0.0,5018.785,3.9160752,0.46495304
166,0.65,0.45,0.7,3.52460201217,0.0,1.31826364994,-2.38946618689,0.0,0.0,3.3115993,0.28846598,0.45229337
167,0.6,0.5,0.75,0.10098193718,0.0,1.31824839115,-2.22850587973,0.0,0.0,2.7530794,0.26392353,0.40509903
168,0.55,0.55,0.7,2.90604992343,0.0,1.68511116505,0.02,0.0,0.0,0.07919596,0.186928,0.39873898
169,0.5,0.55,0.65,2.94920475913,0.0,1.64035248756,0.22,0.0,0.0,0.0012922562,0.17331484,0.39311543
170,0.55,0.5,0.65,3.2090611024,0.0,1.65201592445,0.44,0.0,0.0,0.042576678,0.20080417,0.42847508
171,0.55,0.45,0.65,0.0988485863602,0.0,1.65952789783,0.68,0.0,0.0,0.11892882,0.20563391,0.42390516
172,0.55,0.5,0.7,8.22880290581,0.0,1.65314471722,0.9,0.0,0.0,0.37853488,0.22518533,0.4202234
173,0.55,0.45,0.7,8.87401245667,0.0,1.6507704258,1.3,0.0,0.0,0.6155251,0.22754344,0.417023
174,0.55,0.5,0.65,10.4692916734,0.0,1.6532433033,1.52,0.0,0.0,0.916963,0.23721853,0.4145554
175,0.6,0.55,0.65,4.40252737833,0.0,1.65423548222,1.74,0.0,0.0,1.3544952,0.2506582,0.41286358
176,0.6,0.6,0.6,4.28690190745,0.0,1.65524339676,2.0,0.0,0.0,1.6810752,0.2550652,0.41160798
177,0.55,0.55,0.6,3.8626329763,0.0,1.65823459625,2.22,0.0,0.0,2.0303636,0.2606027,0.41072503
178,0.6,0.6,0.65,4.77171364559,0.0,1.66050302982,2.52,0.0,0.0,2.6880937,0.27240455,0.4103052
179,0.55,0.65,0.65,4.92393551899,0.0,1.66447305679,2.76,0.0,0.0,3.3729677,0.2848162,0.41040447
180,0.5,0.6,0.65,3.27595576031,0.0,1.6941473484,2.98,0.0,0.0,3.828609,0.2900469,0.41096932
181,0.55,0.6,0.6,7.14451775087,0.0,1.67604887486,3.2,0.0,0.0,5.097781,0.31451562,0.41209754
182,0.55,0.55,0.6,3.4821566431,0.0,1.69133126736,3.48,0.0,0.0,5.391794,0.31199813,0.41327813
183,0.5,0.55,0.55,1.40913623331,0.0,2.16453146935,3.72,0.0,0.0,6.1819596,0.3329468,0.43495044
184,0.55,0.55,0.6,3.6984610459,0.0,2.16269731522,3.38,0.0,0.0,5.2385426,0.32620147,0.4364321
185,0.6,0.55,0.55,2.00709934665,0.0,2.52620387077,3.62,0.0,0.0,6.48294,0.34570146,0.43791473
186,0.6,0.5,0.55,3.77917589379,0.0,2.44011545181,3.26,0.0,0.0,4.6189,0.3189025,0.43931928
187,0.6,0.45,0.5,5.48087714745,0.0,2.44011545181,3.6,0.0,0.0,7.043549,0.35568115,0.4410738
188,0.65,0.45,0.55,6.13177424801,0.0,2.58008527756,5.28,0.0,0.0,12.973534,0.40025023,0.44226167
189,0.6,0.45,0.55,0.128267397097,0.0,2.76095724106,5.34,0.0,0.0,14.0668545,0.39542776,0.3865925
190,0.6,0.45,0.55,0.0825406940824,0.0,2.97248220444,5.38,0.0,0.0,14.682913,0.403172,0.3878889
191,0.65,0.45,0.5,0.057998954708,0.0,3.12241983414,5.48,0.0,0.0,14.806203,0.40305576,0.3881244
192,0.6,0.4,0.55,4.35501092804,0.0,2.9864730835,5.98,0.0,0.0,17.247602,0.417387,0.38949603
193,0.6,0.45,0.55,0.0307432798839,0.0,3.50660967827,6.0,0.0,0.0,17.547209,0.42271402,0.38964576
194,0.6,0.4,0.5,2.22107349561,0.0,3.63242864609,6.24,0.0,0.0,19.781109,0.44246987,0.39067966
195,0.55,0.4,0.5,0.0116772537988,0.0,3.63533067703,6.64,0.0,0.0,21.70702,0.45051956,0.39215875
196,0.6,0.45,0.45,0.0250790225512,0.0,3.63591170311,6.92,0.0,0.0,21.87241,0.44366992,0.3930682
197,0.6,0.4,0.5,5.60198259486,0.0,3.63892793655,7.22,0.0,0.0,26.196917,0.48080403,0.39459154
198,0.65,0.4,0.45,0.0186003695528,0.0,3.61622738838,7.46,0.0,0.0,27.210115,0.48453122,0.39762768
199,0.6,0.45,0.5,1.46674805173,0.0,3.63645601273,7.58,0.0,0.0,28.270233,0.49364418,0.40339822
200,0.6,0.45,0.55,0.0228254773358,0.0,3.64610338211,7.8,0.0,0.0,30.23008,0.50591457,0.40486616
201,0.6,0.5,0.5,0.0364553881048,0.0,3.66517567635,7.96,0.0,0.0,30.098206,0.5020043,0.41320637
202,0.6,0.45,0.45,0.0129799083045,0.0,3.82746124268,8.16,0.0,0.0,33.70885,0.5296582,0.41225713
203,0.55,0.5,0.45,0.0138768874279,0.0,4.26918411255,8.7,0.0,0.0,36.043438,0.5330988,0.41545928
204,0.6,0.55,0.45,4.72430811954,0.0,4.39727973938,9.38,0.0,0.0,42.360664,0.56349456,0.41917285
205,0.6,0.5,0.5,0.016339781618,0.0,4.46728610992,9.56,0.0,0.0,45.51761,0.5858312,0.4325168
206,0.65,0.45,0.5,3.92023641003,0.0,4.46728610992,100.0,0.0,0.0,4984.6523,3.9308865,0.43693963
207,0.7,0.45,0.55,1.76524423195,0.0,2.34385704994,-12.1293061201,0.0,0.0,74.84922,0.601065,0.29155436
208,0.75,0.4,0.55,0.00388562415563,0.0,2.23289823532,-19.7346262645,0.0,0.0,195.89345,0.8823575,0.29782206
209,0.75,0.35,0.55,0.00129284178209,0.0,2.27567386627,-19.5147472547,0.0,0.0,194.98843,0.9505226,0.4400937
210,0.8,0.3,0.5,0.000553283189472,0.0,1.88702917099,-21.8201436486,0.0,0.0,230.98157,1.0134354,0.43020713
211,0.8,0.35,0.55,13.2434286935,0.0,1.64341771603,-21.7727866501,0.0,0.0,238.20645,0.96327704,0.30618358
212,0.75,0.4,0.55,9.53117083145,0.0,2.67879128456,-20.298174273,0.0,0.0,208.76773,0.9084733,0.30593592
213,0.75,0.4,0.5,9.01513336731,0.0,1.66534495354,-22.9438626961,0.0,0.0,267.96765,1.0718683,0.42604738
214,0.8,0.45,0.55,0.0364654834086,0.0,2.5766055584,-16.2772640338,0.0,0.0,136.59235,0.83502454,0.45050043
215,0.75,0.5,0.5,0.0507848178206,0.0,2.5766055584,-16.2772640338,0.0,0.0,126.31176,0.7930738,0.4066885
216,0.8,0.45,0.55,0.0425394800662,0.0,2.84388184547,-16.472222318,0.0,0.0,137.1629,0.82134545,0.40634593
217,0.8,0.45,0.5,0.042445888201,0.0,2.79233980179,-15.0282847159,0.0,0.0,115.7735,0.7647525,0.40109852
218,0.85,0.4,0.5,0.898278938065,0.0,2.81984615326,-15.0476676618,0.0,0.0,115.55945,0.7608024,0.39318746
219,0.9,0.4,0.55,1.027210073,0.0,2.82383918762,-15.042744725,0.0,0.0,115.24758,0.7540598,0.38044715
220,0.9,0.45,0.55,0.294090976862,0.0,2.42313480377,-14.0407705499,0.0,0.0,98.88105,0.70773506,0.36356324
221,0.9,0.45,0.6,12.7134300186,0.0,2.79374504089,-15.0961945482,0.0,0.0,113.84792,0.76920843,0.41290522
222,0.85,0.45,0.55,7.38013000918,0.0,2.79479908943,-13.5444065857,0.0,0.0,94.06461,0.673962,0.33208877
223,0.85,0.5,0.5,5.14785367383,0.0,2.79479908943,-13.5444065857,0.0,0.0,93.532196,0.64969105,0.29000318
