plan#,Ap,Bp,L,F,dp_obs,min_obs_dis,plan_reward,plan_time,obs_dis,loss,mae,mean_q
24,1.05,0.7,1.0,0.813697444365,4.16068458557,4.11109542847,5.98,0.0,0.0,18.170462,0.23812635,0.037909076
25,1.0,0.7,0.95,0.718955429918,4.14685630798,4.12658643723,6.3,0.0,0.0,20.37016,0.25241828,0.037773613
26,1.0,0.75,0.95,0.86510164199,4.16184043884,4.14242601395,6.66,0.0,0.0,22.901783,0.26602194,0.0381818
27,0.95,0.7,0.9,0.63097458272,4.20138597488,4.1682472229,6.92,0.0,0.0,24.530714,0.27553394,0.03881517
28,0.9,0.7,0.85,0.540810859048,4.2673664093,4.21866226196,7.16,0.0,0.0,26.20378,0.28402624,0.03902345
29,0.9,0.75,0.9,0.641889417886,4.35614728928,4.29219245911,7.42,0.0,0.0,28.14712,0.29403377,0.039817635
30,0.95,0.8,0.85,0.690470179238,4.4756360054,4.392121315,7.66,0.0,0.0,29.893661,0.30228716,0.04067524
31,1.0,0.75,0.8,0.47611729199,4.66882658005,4.47346973419,7.9,0.0,0.0,31.978516,0.312401,0.041657306
32,1.0,0.7,0.8,0.277393665049,4.83870315552,4.72969245911,8.04,0.0,0.0,32.80838,0.31572002,0.041722577
33,1.05,0.7,0.85,0.241667828241,5.0328207016,4.89928865433,8.46,0.0,0.0,36.464546,0.33290616,0.04235123
34,1.05,0.7,0.9,0.191375955723,5.25389909744,5.09947347641,8.68,0.0,0.0,38.56206,0.3418501,0.043690577
35,1.05,0.7,0.85,0.131109971281,5.48226213455,5.31880569458,8.94,0.0,0.0,40.56167,0.3502886,0.044705346
36,1.1,0.65,0.8,0.0618796459925,5.73457288742,5.55927991867,9.18,0.0,0.0,43.015045,0.3608784,0.045884583
37,1.15,0.6,0.85,0.028518449757,5.99763584137,5.81581544876,9.44,0.0,0.0,45.53795,0.37060696,0.04601058
38,1.2,0.55,0.85,0.0105391723469,6.26263809204,6.07373523712,8.95149899708,0.0,0.0,40.623913,0.35089612,0.046542954
39,1.2,0.6,0.9,10.0,6.44094991684,6.07373523712,100.0,0.0,0.0,4999.605,3.7217898,0.048264585
40,1.25,0.55,0.9,10.0,6.1428604126,3.62108278275,-41.751548533995525,0.0,0.0,869.1218,1.5621102,0.050359555
41,1.25,0.55,0.9,0.166308773253,5.77951002121,3.56152701378,-42.850698752567496,0.0,0.0,914.41754,1.6018893,0.048069093
42,1.2,0.6,0.95,10.0,5.40151500702,3.5372607708,-30.131975464236866,0.0,0.0,453.2727,1.1318269,0.04640876
43,1.2,0.55,1.0,10.0,5.07810640335,3.93823599815,-25.620744420915518,0.0,0.0,326.7172,0.9609293,0.03695584
44,1.15,0.5,0.95,10.0,4.77732849121,3.62108278275,-40.33201401128549,0.0,0.0,810.2605,1.5053341,0.03542901
45,1.1,0.5,1.0,10.0,4.41826963425,2.57248973846,-41.663082645275566,0.0,0.0,865.7416,1.5565102,0.04078021
46,1.05,0.5,1.0,10.0,4.14014625549,2.57248973846,-41.42308264527557,0.0,0.0,854.51245,1.5529916,0.052411966
47,1.05,0.45,1.0,10.0,3.82486128807,2.69098472595,-37.00525943093838,0.0,0.0,681.4204,1.3888422,0.050942987
48,1.0,0.5,0.95,10.0,3.47991681099,2.71132993698,-36.259583898573354,0.0,0.0,655.1263,1.356261,0.03379291
49,1.05,0.45,0.95,10.0,3.22522974014,2.31858730316,-52.4714123165381,0.0,0.0,1371.7919,1.9554532,0.032947905
50,1.0,0.5,0.9,10.0,2.87583017349,2.31858730316,-52.2314123165381,0.0,0.0,1360.0205,1.952219,0.04697012
51,1.0,0.5,0.95,10.0,2.62814688683,2.31858730316,-51.991412316538096,0.0,0.0,1346.3943,1.9421692,0.04618087
52,0.95,0.45,0.9,8.34124254828,2.32665157318,2.39102220535,-90.56892912154532,0.0,0.0,4098.193,3.3730311,0.045514613
53,1.0,0.5,0.95,10.0,2.1591758728,2.01002454758,-71.21354185886032,0.0,0.0,2529.2917,2.6471624,0.029206494
54,1.0,0.55,1.0,10.0,2.0810251236,2.01851797104,-70.01484897970221,0.0,0.0,2445.374,2.6099458,0.04733159
55,1.05,0.5,1.0,10.0,2.06074666977,2.04576969147,-67.72484077387293,0.0,0.0,2287.4873,2.525045,0.048166424
56,1.0,0.45,1.0,10.0,2.09092259407,1.38204276562,-132.7169336054534,0.0,0.0,8796.613,4.932145,0.048577238
57,1.0,0.5,1.0,10.0,2.18475961685,1.53192329407,-113.21730661713684,0.0,0.0,6397.5757,4.200782,0.027060475
58,0.95,0.55,0.95,10.0,2.23321247101,1.76341211796,-88.53334752090673,0.0,0.0,3911.6807,3.2878406,0.02606674
59,0.9,0.5,0.9,10.0,2.1601099968,2.20205235481,-55.41244173655151,0.0,0.0,1530.4681,2.0609822,0.026296169
60,0.95,0.45,0.85,10.0,2.08637785912,1.99863982201,-68.59113368719136,0.0,0.0,2346.693,2.54932,0.026484648
61,0.95,0.45,0.8,10.0,2.05125260353,2.03666591644,-65.5903631714196,0.0,0.0,2146.518,2.4383297,0.027169384
62,0.95,0.5,0.8,10.0,2.08412075043,2.05956268311,-63.717948155154524,0.0,0.0,2023.456,2.3676133,0.027038308
63,1.0,0.55,0.85,10.0,2.18702483177,2.08365726471,-61.66057980191128,0.0,0.0,1895.7784,2.292845,0.027159803
64,1.0,0.55,0.8,10.0,2.34693145752,2.25163149834,-51.05221705910328,0.0,0.0,1299.4645,1.8999746,0.026397258
65,0.95,0.5,0.85,10.0,2.53752160072,2.44674110413,-40.48849419383899,0.0,0.0,817.4316,1.5094899,0.025416829
66,0.95,0.45,0.9,5.01176583389,2.78501081467,2.58495783806,-34.10660028693785,0.0,0.0,578.19965,1.2708877,0.024508588
67,0.95,0.45,0.85,10.0,3.19798231125,2.92057180405,-22.2099625268647,0.0,0.0,245.6279,0.83265567,0.023520874
68,1.0,0.45,0.8,10.0,3.44442772865,3.32471132278,-12.086000293844124,0.0,0.0,72.31105,0.4568878,0.022335917
69,1.0,0.45,0.85,0.574060173575,3.78865003586,3.46590209007,-9.139086646685742,0.0,0.0,41.18339,0.34744185,0.021048797
70,1.05,0.4,0.8,10.0,4.06633710861,3.93206954002,-2.6629087783772825,0.0,0.0,3.421142,0.10857426,0.019824695
71,1.1,0.35,0.85,0.038300803457,4.44852828979,4.10755491257,8.42,0.0,0.0,35.877167,0.32563597,0.018853463
72,1.15,0.35,0.9,0.0147930243264,4.77774190903,4.58101034164,8.56,0.0,0.0,37.22795,0.33104432,0.017928699
73,1.2,0.35,0.95,10.0,5.0875415802,4.94774389267,8.92,0.0,0.0,40.387913,0.34442368,0.017115053
74,1.2,0.35,1.0,0.00313700662728,5.41755867004,5.11996889114,9.18,0.0,0.0,42.357998,0.35263315,0.018072031
75,1.2,0.3,0.95,10.0,5.78986787796,5.56916952133,9.3,0.0,0.0,43.501427,0.35725406,0.019502416
76,1.2,0.25,0.9,10.0,6.10643386841,5.80587768555,8.82416982541,0.0,0.0,39.16463,0.3397377,0.020731961
77,1.25,0.25,0.9,10.0,6.28096580505,5.80587768555,100.0,0.0,0.0,5001.615,3.7163944,0.02185256
78,1.25,0.25,0.85,0.0661297774854,6.13189029694,3.15537667274,-30.03287339309523,0.0,0.0,449.59058,1.1305908,0.044065207
79,1.2,0.3,0.8,0.112592278521,5.89296960831,3.20767068863,-28.695490691224716,0.0,0.0,408.64352,1.0786858,0.043459285
80,1.25,0.25,0.85,0.0302479244887,5.66353082657,3.34497046471,-25.866952328388603,0.0,0.0,332.32068,0.9750922,0.04317218
81,1.2,0.25,0.8,10.0,5.4249162674,3.16381001472,-29.686146227347553,0.0,0.0,438.85083,1.1173283,0.04296134
82,1.2,0.3,0.75,0.0320965876046,5.20213842392,2.86469054222,-39.88439157242027,0.0,0.0,793.48615,1.4948158,0.042739857
83,1.2,0.35,0.75,0.167290344332,5.02679586411,3.63811707497,-34.00175518866669,0.0,0.0,575.0732,1.2773722,0.04794892
84,1.25,0.3,0.8,0.0404343904317,4.86035919189,2.81788039207,-41.48957180489255,0.0,0.0,857.03534,1.5533968,0.042476602
85,1.2,0.25,0.85,10.0,4.73183631897,3.69890594482,-32.9148490828337,0.0,0.0,540.02783,1.2381732,0.046915695
86,1.15,0.25,0.8,10.0,4.61216545105,2.31244111061,-52.242672875445315,0.0,0.0,1362.14,1.9528046,0.040723123
87,1.1,0.25,0.8,0.0063480524316,4.53046655655,2.277759552,-53.75054336436901,0.0,0.0,1440.6691,2.0016189,0.028396923
88,1.1,0.3,0.8,10.0,4.35493421555,3.61470723152,-39.987479295347555,0.0,0.0,795.42816,1.4901768,0.028517969
89,1.1,0.35,0.75,0.158627990467,4.20920610428,3.3187110424,-44.98996947947313,0.0,0.0,1009.3283,1.6819587,0.04242808
90,1.05,0.3,0.75,0.0844253112384,4.14802026749,3.3187110424,-44.98996947947313,0.0,0.0,1008.00616,1.6806631,0.0423476
91,1.0,0.3,0.7,10.0,4.1280798912,3.3187110424,-44.821930519871785,0.0,0.0,1001.0594,1.6750408,0.04244739
92,1.0,0.25,0.7,0.00145132495042,4.15837907791,4.13600063324,0.02,0.0,0.0,0.0024554727,0.019288639,0.042500775
93,1.05,0.3,0.65,0.0990557947714,4.2144651413,3.31892323494,-19.400042794964975,0.0,0.0,187.49225,0.7333858,0.042546038
94,1.0,0.25,0.6,0.553637944675,4.34643411636,3.50596475601,-15.789163217231264,0.0,0.0,123.0801,0.5977459,0.041554183
95,1.0,0.25,0.6,0.24468025104,4.48911571503,2.96714830399,-24.61065023182036,0.0,0.0,302.1935,0.9273034,0.040825147
96,1.05,0.2,0.65,10.0,4.64670848846,3.08113574982,-21.324420816243904,0.0,0.0,227.08064,0.8023806,0.025398988
97,1.05,0.15,0.7,10.0,4.70101070404,3.20714902878,-18.096872092172998,0.0,0.0,163.04982,0.6810586,0.02458394
98,1.1,0.2,0.75,10.0,4.57496500015,3.32230973244,-15.773238639385552,0.0,0.0,123.87147,0.5955253,0.024210803
99,1.05,0.25,0.75,0.117476305088,4.28313016891,3.45905613899,-13.01627298764155,0.0,0.0,84.6784,0.49539337,0.024165297
100,1.1,0.25,0.8,0.0402203552752,4.14442920685,3.43061423302,-12.891812569274835,0.0,0.0,83.29751,0.49087316,0.024217203
101,1.05,0.2,0.8,0.00928528985084,3.94078707695,3.43507647514,-12.493132338451572,0.0,0.0,77.62661,0.4743549,0.02330024
102,1.1,0.15,0.85,10.0,3.78640675545,3.43712878227,-12.257062853024895,0.0,0.0,74.87279,0.46662956,0.02250217
103,1.1,0.2,0.9,10.0,3.66855597496,3.43806314468,-11.96066585500094,0.0,0.0,71.48078,0.45652792,0.0217803
104,1.1,0.2,0.95,10.0,3.57110238075,3.4408595562,-11.81168345443017,0.0,0.0,69.4854,0.45002052,0.021211063
105,1.05,0.25,0.95,10.0,3.49933481216,3.44314932823,-11.551677306792591,0.0,0.0,66.63897,0.44149444,0.020745508
106,1.0,0.25,1.0,0.0494798092639,3.45364069939,3.44607949257,-11.300615870058964,0.0,0.0,63.899437,0.4322206,0.020353097
107,1.05,0.3,0.95,10.0,3.45694446564,3.44954156876,-10.980477773617366,0.0,0.0,60.330677,0.42036298,0.019981403
108,1.0,0.35,1.0,0.265152505629,3.51527547836,3.45317053795,-10.63766375799269,0.0,0.0,56.572063,0.40769455,0.019658294
109,1.05,0.3,1.0,0.114226503412,3.61415553093,3.55245566368,-8.94465663031462,0.0,0.0,39.786747,0.34388003,0.019359227
110,1.0,0.25,1.0,10.0,3.81427645683,3.66407442093,-6.812348885757867,0.0,0.0,22.966679,0.26412168,0.019037737
111,0.95,0.3,1.0,0.0533824546364,4.00919675827,3.72167491913,-5.769155317934459,0.0,0.0,16.629023,0.22738588,0.018754609
112,1.0,0.35,1.0,10.0,4.29044675827,4.00008869171,7.54,0.0,0.0,28.686432,0.29366735,0.01849508
113,0.95,0.3,1.0,4.08539114319,4.52068328857,4.34681129456,7.96,0.0,0.0,31.882257,0.30921188,0.01823576
114,0.9,0.25,1.0,10.0,4.79545927048,4.50604200363,8.38,0.0,0.0,35.323837,0.32475644,0.018028282
115,0.9,0.25,0.95,0.00024845406884,5.05958652496,4.73365259171,8.56,0.0,0.0,36.855453,0.33141232,0.017870173
116,0.85,0.2,1.0,0.0907747531214,5.43018388748,5.20210933685,8.78,0.0,0.0,38.76242,0.33955514,0.017728673
117,0.8,0.2,0.95,1.09446255251e-05,5.78277206421,5.37169933319,9.22,0.0,0.0,42.782917,0.35584572,0.017631775
118,0.85,0.25,0.9,1.33009544574e-05,6.66874408722,5.78277206421,9.36,0.0,0.0,43.824974,0.36044517,0.01753899
119,0.85,0.3,0.95,0.201611485762,6.97715234756,5.78277206421,100.0,0.0,0.0,4999.536,3.7173502,0.017441388
120,0.9,0.3,0.9,10.0,6.08542919159,2.17303133011,-61.950183027587144,0.0,0.0,1920.4883,2.310676,0.018958012
121,0.95,0.35,0.85,10.0,5.71571969986,2.39817881584,-49.440610274610926,0.0,0.0,1224.459,1.8489442,0.01998717
122,0.9,0.3,0.9,10.0,5.33963632584,2.39817881584,-49.14061027461093,0.0,0.0,1209.3882,1.8378968,0.021022106
123,0.85,0.25,0.9,10.0,4.99482059479,2.39817881584,-48.900610274610926,0.0,0.0,1196.2454,1.8273633,0.020815765
124,0.9,0.3,0.85,10.0,4.66753721237,2.43408298492,-47.85062732443889,0.0,0.0,1147.0576,1.7905535,0.020741194
125,0.85,0.3,0.8,10.0,4.36209344864,2.68088579178,-37.08106953542538,0.0,0.0,688.40424,1.3922071,0.02371785
126,0.85,0.25,0.8,10.0,4.0690407753,2.64103603363,-38.36158804802285,0.0,0.0,738.1037,1.4409342,0.023584135
127,0.85,0.25,0.85,0.636124670078,3.72899127007,2.62870788574,-38.624389047795574,0.0,0.0,746.93494,1.448926,0.022809334
128,0.8,0.2,0.9,10.0,3.50204777718,2.6376760006,-37.93258582483342,0.0,0.0,721.0567,1.4239707,0.02273332
129,0.8,0.25,0.85,10.0,3.26651763916,2.63640403748,-37.6622908785201,0.0,0.0,711.2529,1.4139423,0.022008188
130,0.75,0.3,0.85,10.0,3.07361531258,2.63573622704,-37.48841251778009,0.0,0.0,703.16125,1.4048233,0.02136454
131,0.75,0.35,0.85,10.0,2.86973524094,2.63249325752,-37.495510743110515,0.0,0.0,703.14075,1.4045388,0.021517446
132,0.7,0.3,0.8,10.0,2.74328684807,2.62942385674,-37.456186745458766,0.0,0.0,702.7755,1.4054306,0.021537645
133,0.7,0.25,0.8,10.0,2.66193962097,2.62716984749,-37.18504113617778,0.0,0.0,693.1918,1.3961029,0.021463515
134,0.75,0.2,0.8,10.0,2.62472486496,2.6245572567,-37.0282819434365,0.0,0.0,686.2422,1.3883693,0.021171408
135,0.8,0.2,0.75,10.0,2.62828230858,2.62160921097,-36.92510316062445,0.0,0.0,682.202,1.3840637,0.020956201
136,0.75,0.15,0.7,10.0,2.67700123787,2.64319300652,-35.8777257148607,0.0,0.0,644.7468,1.3468928,0.021048862
137,0.7,0.2,0.65,10.0,2.77656555176,2.70848631859,-33.20289601113088,0.0,0.0,552.64636,1.2484655,0.021055058
138,0.75,0.25,0.6,10.0,2.90559792519,2.81992602348,-29.126149590623577,0.0,0.0,425.11777,1.0972168,0.020869624
139,0.8,0.25,0.6,10.0,3.06493782997,2.96646523476,-24.449844645430193,0.0,0.0,299.6648,0.9240791,0.02069769
140,0.8,0.2,0.55,0.106653377554,3.30722856522,2.90658140182,-25.16459320194685,0.0,0.0,316.40466,0.94957584,0.020630002
141,0.85,0.25,0.5,10.0,3.40951085091,3.10273313522,-19.4288986154679,0.0,0.0,188.32407,0.7340087,0.01661579
142,0.85,0.2,0.55,10.0,3.32316851616,3.15553188324,-17.92739931421997,0.0,0.0,160.0099,0.6773376,0.016642649
143,0.9,0.15,0.55,10.0,3.23937749863,3.15860009193,-17.43611948396257,0.0,0.0,151.50534,0.66002154,0.016695995
144,0.85,0.2,0.55,10.0,3.18646669388,3.16623139381,-17.09977661238473,0.0,0.0,145.59329,0.6472396,0.016689846
145,0.8,0.15,0.6,10.0,3.16674113274,3.16777062416,-16.844371129236514,0.0,0.0,141.32906,0.6382244,0.01673113
146,0.8,0.2,0.6,10.0,3.1871778965,3.16959452629,-16.562488092664825,0.0,0.0,136.25018,0.6262417,0.01671421
147,0.85,0.2,0.6,10.0,3.25052714348,3.20843672752,-15.448436289998078,0.0,0.0,119.05922,0.58792883,0.01675013
148,0.8,0.25,0.6,10.0,3.35767841339,3.28456878662,-13.570683529853735,0.0,0.0,91.55403,0.5169486,0.016833577
149,0.8,0.2,0.6,10.0,3.49879956245,3.40927600861,-10.932949603921537,0.0,0.0,59.61158,0.42126662,0.016946726
150,0.8,0.15,0.6,0.000390658313111,3.67856621742,3.51469707489,-8.86667086764837,0.0,0.0,39.180862,0.3448548,0.017001603
151,0.85,0.15,0.6,0.000114332301165,3.97183203697,3.68622565269,-6.1258087773829555,0.0,0.0,18.646847,0.24314322,0.017012492
152,0.8,0.1,0.65,10.0,4.21710300446,4.05771064758,7.8,0.0,0.0,30.682985,0.30668178,0.017042821
153,0.85,0.15,0.6,1.4272557245e-05,4.45930290222,4.21770429611,8.22,0.0,0.0,34.0304,0.32235205,0.017095827
154,0.8,0.1,0.6,1.00001571774e-05,4.79679822922,4.55873823166,8.4,0.0,0.0,35.62474,0.32911935,0.017129246
155,0.8,0.15,0.65,1.00643086493e-05,5.16831731796,4.90018939972,8.72,0.0,0.0,37.990376,0.33998635,0.017149609
156,0.75,0.2,0.6,1.07366833166e-05,5.98984622955,5.18260240555,9.02,0.0,0.0,40.89172,0.35225144,0.017179018
157,0.7,0.15,0.6,1.00000254193e-05,6.38566827774,6.02583169937,9.26,0.0,0.0,43.252747,0.36121503,0.01718997
158,0.7,0.2,0.55,10.0,6.73418951035,6.02583169937,100.0,0.0,0.0,5000.9727,3.7216032,0.01718904
159,0.65,0.25,0.6,10.0,6.05643558502,3.26434206963,-47.18576567646121,0.0,0.0,1109.13,1.7633069,0.021236446
160,0.7,0.3,0.65,5.6828730246,5.75797176361,4.2921667099,-14.1186664639,0.0,0.0,99.09216,0.542155,0.028971132
161,0.7,0.25,0.6,5.43014958723,5.41621828079,3.28830242157,-46.39847163283789,0.0,0.0,1072.0503,1.7377615,0.032522615
162,0.65,0.3,0.55,2.70838134269,5.19129133224,3.89649033546,-25.183490025311293,0.0,0.0,315.81903,0.9512417,0.02870379
163,0.7,0.35,0.55,2.33595500126,4.9666686058,3.41364645958,-17.95422223511637,0.0,0.0,159.69556,0.6850097,0.033612635
164,0.75,0.4,0.5,1.74946913929,4.77686548233,3.47939562798,-16.810445274101287,0.0,0.0,139.72604,0.6397215,0.02875535
165,0.75,0.35,0.45,0.835764689595,4.56955242157,3.49863123894,-16.189795213287738,0.0,0.0,129.25601,0.61609113,0.028664287
166,0.8,0.3,0.4,0.586846865187,4.36326122284,3.49273753166,-15.907386417955887,0.0,0.0,125.04236,0.6067456,0.028717047
167,0.8,0.25,0.35,0.334901238925,4.16364908218,3.4952890873,-15.565065762296864,0.0,0.0,119.36824,0.59290886,0.028845964
168,0.75,0.3,0.3,0.363301526883,3.98769664764,3.49860405922,-15.270243950964415,0.0,0.0,114.868706,0.58218336,0.029079802
169,0.7,0.3,0.25,10.0,3.84189653397,3.50112533569,-14.968669493684889,0.0,0.0,110.32675,0.5710712,0.02934712
170,0.75,0.25,0.25,10.0,3.72189617157,3.50338244438,-14.691539835285548,0.0,0.0,106.31871,0.5613252,0.029633515
171,0.75,0.2,0.25,10.0,3.59996747971,3.50572419167,-14.433106339835584,0.0,0.0,102.93313,0.55302703,0.02978233
172,0.75,0.25,0.3,10.0,3.5432844162,3.50975370407,-14.267183023087124,0.0,0.0,100.644714,0.547187,0.0297873
173,0.7,0.3,0.3,10.0,3.51802206039,3.51202392578,-13.790158740288561,0.0,0.0,93.41626,0.5273279,0.029659871
174,0.7,0.35,0.25,1.97425476029,3.52430081367,3.51482224464,-13.52463740311887,0.0,0.0,90.355484,0.51982296,0.029505776
175,0.75,0.4,0.25,10.0,3.56564164162,3.53878188133,-12.940047507986604,0.0,0.0,82.49029,0.49785993,0.029323757
176,0.75,0.45,0.2,10.0,3.64003038406,3.59098172188,-11.873392350082131,0.0,0.0,69.52031,0.45875317,0.029130124
177,0.7,0.4,0.15,10.0,3.74668765068,3.68442463875,-10.310479319186985,0.0,0.0,51.913254,0.39864427,0.028918276
178,0.75,0.45,0.2,10.0,3.87235999107,3.78832769394,-8.697428732721786,0.0,0.0,36.921104,0.3401755,0.028693741
179,0.7,0.5,0.2,10.0,4.02815437317,3.94380116463,-6.718079924741769,0.0,0.0,21.738056,0.2654165,0.028453136
180,0.65,0.45,0.15,10.0,4.20284223557,4.1169629097,4.12,0.0,0.0,8.997645,0.1784558,0.028197847
181,0.7,0.5,0.15,0.174940023205,4.46507835388,4.19469738007,4.34,0.0,0.0,9.85751,0.18663651,0.027977206
182,0.7,0.45,0.15,10.0,4.69165325165,4.18746089935,4.84,0.0,0.0,11.760566,0.20181803,0.027782694
183,0.65,0.45,0.1,10.0,4.91151046753,4.26239967346,5.2,0.0,0.0,13.730255,0.21320336,0.01970752
184,0.7,0.45,0.15,10.0,5.10960483551,4.48937749863,5.48,0.0,0.0,14.969992,0.2221429,0.019723844
185,0.75,0.5,0.15,10.0,5.09803390503,4.61028575897,5.34,0.0,0.0,14.3605995,0.21846579,0.02018192
186,0.75,0.45,0.15,10.0,5.02600479126,4.82094860077,5.58,0.0,0.0,16.134094,0.23035248,0.02059719
187,0.8,0.4,0.15,10.0,4.95575380325,4.74956703186,6.0,0.0,0.0,18.195839,0.24697322,0.034069568
188,0.85,0.4,0.2,10.0,4.90746831894,4.75526809692,6.32,0.0,0.0,19.90889,0.25327528,0.02138262
189,0.8,0.4,0.2,10.0,4.85871124268,4.79363298416,6.56,0.0,0.0,21.648174,0.26379585,0.022199836
190,0.8,0.4,0.2,10.0,4.82580184937,4.80105304718,6.78,0.0,0.0,23.252142,0.27198577,0.022947166
191,0.85,0.45,0.2,0.0111209678985,4.8150806427,4.80718564987,7.0,0.0,0.0,24.631962,0.28015935,0.02360804
192,0.8,0.4,0.25,10.0,4.83584737778,4.8198223114,7.14,0.0,0.0,25.719671,0.28535783,0.024210675
193,0.8,0.45,0.25,10.0,4.88245916367,4.84654092789,7.56,0.0,0.0,29.048286,0.30092543,0.024781333
194,0.8,0.4,0.2,10.0,4.95040416718,4.9031496048,7.76,0.0,0.0,30.416569,0.30832705,0.025263004
195,0.75,0.4,0.2,10.0,5.05383348465,4.98095941544,8.02,0.0,0.0,32.315235,0.31793538,0.025684636
196,0.7,0.45,0.15,0.00232187848988,5.37727689743,5.04845523834,8.24,0.0,0.0,34.164986,0.3260626,0.026078213
197,0.7,0.4,0.2,0.000661541781783,5.66762733459,5.35729598999,8.4,0.0,0.0,35.622833,0.33196846,0.026418302
198,0.75,0.45,0.2,0.000976884262262,6.29823207855,5.67234945297,8.96,0.0,0.0,40.290836,0.3526808,0.026705112
199,0.75,0.4,0.15,10.0,6.58711671829,5.67234945297,100.0,0.0,0.0,5002.697,3.7240705,0.027016219
200,0.75,0.35,0.2,0.449830312552,6.11193752289,2.71000957489,-36.467517723871715,0.0,0.0,664.84546,1.3699954,0.025637764
201,0.75,0.4,0.15,0.134028648298,5.76352787018,2.51840138435,-43.43973928854686,0.0,0.0,944.27686,1.6306454,0.02426976
202,0.8,0.35,0.15,10.0,5.44684267044,2.76546931267,-33.60765224708241,0.0,0.0,564.3867,1.2630159,0.022250175
203,0.85,0.4,0.1,10.0,5.15429639816,2.76865720749,-33.99826623465737,0.0,0.0,578.1784,1.2781577,0.0222807
204,0.9,0.4,0.1,10.0,4.88112354279,2.76890087128,-33.76991975265075,0.0,0.0,570.31525,1.2707614,0.023299342
205,0.9,0.35,0.15,10.0,4.61607789993,2.77147984505,-33.50170391004571,0.0,0.0,560.7107,1.259513,0.023200048
206,0.95,0.3,0.15,10.0,4.34989118576,3.73303079605,-13.000002260617439,0.0,0.0,84.35897,0.5010119,0.02303922
207,1.0,0.3,0.2,10.0,4.07168960571,3.61849522591,-14.344866537910955,0.0,0.0,103.38907,0.5529356,0.029182477
208,1.0,0.35,0.15,10.0,3.91512417793,3.64148330688,-13.712049231974438,0.0,0.0,94.144104,0.52925295,0.028478503
209,1.0,0.3,0.15,10.0,3.79036021233,3.63331127167,-13.629487001562515,0.0,0.0,93.01885,0.5260225,0.027841743
210,1.05,0.25,0.1,10.0,3.70188093185,3.62975811958,-13.440848356695305,0.0,0.0,90.37892,0.5187241,0.027166069
