
3.51892e-08,2.47086e-11
0.00500121,0.000372505
0.0200024,0.00148985
0.0450036,0.00335202
0.0774897,0.0057717
0.110399,0.00822287
0.143307,0.010674
0.176216,0.0131252
0.209125,0.0155764
0.242034,0.0180275
0.274943,0.0204787
0.307852,0.0229299
0.340761,0.025381
-4.35782e-07,1.7974e-11
0.0250007,0.00186218
0.0545132,0.00406037
0.0746973,0.00556375
0.0848813,0.00632229
0.0850654,0.006336
0.0752494,0.00560487
0.0554335,0.00412891
0.0257994,0.00192166
0.0639928,0.00570938
0.0939274,0.0107678
0.121879,0.0175644
0.147848,0.0260993
0.217916,0.022845
0.247682,0.0248873
0.280605,0.0271461
0.313528,0.0294049
0.34645,0.0316637
0.379373,0.0339225
0.412295,0.0361813
0.445218,0.0384401
0.478141,0.0406989
0.511063,0.0429577
0.543986,0.0452165
0.576909,0.0474754
0.609831,0.0497342
0.313528,0.0294049
0.34645,0.0316637
0.374961,0.0346401
0.404523,0.0397294
0.431846,0.0467057
0.456929,0.055569
0.479772,0.0663192
0.500375,0.0789565
0.518738,0.0934807
0.534861,0.109892
0.548744,0.12819
0.560387,0.148375
0.56979,0.170448
0.56979,0.170448
0.56979,0.170448
0.56979,0.170448
0.56979,0.170448
0.56979,0.170448
0.56979,0.170448
0.56979,0.170448
0.56979,0.170448
0.569301,0.175448
0.567835,0.190448
0.565392,0.215448
0.562221,0.247887
0.559011,0.28073
0.672755,-0.131495
0.672987,-0.116495
0.673373,-0.0914946
0.673876,-0.0589474
0.674386,-0.0259513
0.674897,0.00704472
0.675407,0.0400408
0.675917,0.0730368
0.676427,0.106033
0.676937,0.139029
0.677447,0.172025
0.677957,0.205021
0.678467,0.238017
0.735622,0.190529
0.753356,0.219906
0.770412,0.248157
0.787467,0.276408
0.804522,0.304659
0.821577,0.33291
0.838632,0.361162
0.855687,0.389413
0.872742,0.417664
0.889797,0.445915
0.906852,0.474166
0.923908,0.502417
0.940963,0.530668
0.840144,0.586393
0.851082,0.617076
0.862163,0.64816
0.873244,0.679243
0.884325,0.710327
0.895406,0.741411
0.906487,0.772495
0.917568,0.803579
0.92865,0.834663
0.939731,0.865747
0.950812,0.896831
0.961893,0.927915
0.972974,0.958999
0.891218,0.70768
0.902299,0.738764
0.911407,0.76351
0.923217,0.794232
0.935514,0.824711
0.948297,0.85495
0.961566,0.884946
0.975321,0.914702
0.989562,0.944215
1.00429,0.973487
1.0195,1.00252
1.0352,1.03131
1.05139,1.05985
1.00508,0.946249
1.01714,0.97699
1.02925,1.00784
1.04135,1.03869
1.05346,1.06953
1.06557,1.10038
1.07767,1.13123
1.08978,1.16207
1.10188,1.19292
1.11399,1.22377
1.1261,1.25462
1.1382,1.28546
1.15031,1.31631
1.11111,1.1511
1.12322,1.18194
1.13533,1.21279
1.14743,1.24364
1.15954,1.27448
1.17164,1.30533
1.18375,1.33618
1.19585,1.36703
1.20796,1.39787
1.22006,1.42872
1.23217,1.45957
1.24428,1.49042
1.25638,1.52126
1.19658,1.3306
1.20868,1.36145
1.22079,1.3923
1.23289,1.42314
1.245,1.45399
1.2571,1.48484
1.26921,1.51569
1.28131,1.54653
1.29342,1.57738
1.30553,1.60823
1.31763,1.63908
1.32974,1.66992
1.34184,1.70077
1.30988,1.59028
1.32194,1.621
1.32727,1.63307
1.3408,1.66299
1.35532,1.69237
1.37082,1.72123
1.3873,1.74954
1.40477,1.77733
1.42322,1.80458
1.44239,1.83144
1.46155,1.8583
1.48072,1.88517
1.49989,1.91203
1.4168,1.78787
1.43597,1.81473
1.45514,1.84159
1.47431,1.86845
1.49347,1.89532
1.51264,1.92218
1.53181,1.94904
1.55098,1.9759
1.57015,2.00276
1.58931,2.02963
1.60848,2.05649
1.62765,2.08335
1.64682,2.11021
1.56556,2.00715
1.58472,2.03401
1.60389,2.06087
1.62306,2.08773
1.64223,2.1146
1.66139,2.14146
1.68056,2.16832
1.69973,2.19518
1.7189,2.22204
1.73806,2.24891
1.75723,2.27577
1.7764,2.30263
1.79557,2.32949
1.70119,2.19331
1.72036,2.22017
1.7279,2.23367
1.74095,2.26071
1.74992,2.28787
1.75481,2.31516
1.75562,2.34256
1.75235,2.37009
1.745,2.39773
1.73357,2.4255
1.71806,2.45339
1.70051,2.48133
1.68296,2.50928
1.68296,2.50928
1.66541,2.53722
1.64786,2.56517
1.63031,2.59312
1.61276,2.62106
1.59521,2.64901
1.57766,2.67695
1.56011,2.7049
